date,code,name,family_id,close,fwd_ret_5,is_trainable,vol_20_relative,vol_20,ret_5,vol_60_relative,amplitude,intraday_range,drawdown_20,ret_5_rolling_zscore,drawdown_60,month_cos,vol_5,ret_3,volume_chg_5,volume_chg_5_clipped,ma_gap_20_60,family_CSI_A50,ret_3_rolling_zscore,family_CSI_A500,ret_60_rolling_zscore,vol_60,ret_20,ret_20_rolling_zscore,ret_60,family_CSI_A100,family_CSI_2000,ret_10
2019-05-24,510500,中证500ETF南方,CSI_500,4.299,0.0125610607117931,True,0.8671758932103404,0.0092035090689999,,0.8671758932103404,1.271970397779827,0.0127936729471969,-0.0293519981937231,,-0.0293519981937231,-0.8660254037844387,0.0092035090689999,-0.0293519981937231,,,0.0,0.0,,0.0,,0.0092035090689999,,,,0.0,0.0,
2019-05-24,512100,中证1000ETF南方,CSI_1000,1.637,0.0268784361637142,True,0.828493359183364,0.0111795648203764,,0.828493359183364,1.808318264014468,0.0183262064752596,-0.0387551379917792,,-0.0387551379917792,-0.8660254037844387,0.0111795648203764,-0.0387551379917792,,,0.0,0.0,,0.0,,0.0111795648203764,,,,0.0,0.0,
2019-05-24,512500,中证500ETF华夏,CSI_500,2.414,0.012841756420878,True,0.842706709755155,0.0089333076978174,,0.842706709755155,1.316330728095435,0.0132560066280033,-0.0281803542673106,,-0.0281803542673106,-0.8660254037844387,0.0089333076978174,-0.0281803542673106,,,0.0,0.0,,0.0,,0.0089333076978174,,,,0.0,0.0,
2019-05-27,510300,沪深300ETF华泰柏瑞,CSI_300,3.08,0.0022727272727272,True,1.1454686630521154,0.0136344561135179,,1.1454686630521154,3.128086927889371,0.0308441558441559,-0.0058102001291154,,-0.0058102001291154,-0.8660254037844387,0.0136344561135179,-0.0029135642602783,,,0.0,0.0,0.7071061851172387,0.0,,0.0136344561135179,,,,0.0,0.0,
2019-05-27,510310,沪深300ETF易方达,CSI_300,2.902,0.0020675396278428,True,1.0728809151907481,0.0131237762468869,,1.0728809151907481,3.0027932960893806,0.0296347346657477,-0.0048010973936899,,-0.0048010973936899,-0.8660254037844387,0.0131237762468869,-0.004118050789293,,,0.0,0.0,0.7071060520371656,0.0,,0.0131237762468869,,,,0.0,0.0,
2019-05-27,510500,中证500ETF南方,CSI_500,4.398,-0.0184174624829467,True,1.3797893678026178,0.0180766423226701,,1.3797893678026178,3.2333100721097776,0.0316052751250566,-0.0069993226461956,,-0.0069993226461956,-0.8660254037844387,0.0180766423226701,-0.0036248300860897,,,0.0,0.0,0.7071063924926009,0.0,,0.0180766423226701,,,,0.0,0.0,
2019-05-27,512100,中证1000ETF南方,CSI_1000,1.689,-0.0177619893428063,True,1.4181268980150894,0.0241941002794885,,1.4181268980150894,3.848503359804517,0.0373001776198934,-0.0082207868467411,,-0.0082207868467411,-0.8660254037844387,0.0241941002794885,-0.006470588235294,,,0.0,0.0,0.7071064714409975,0.0,,0.0241941002794885,,,,0.0,0.0,
2019-05-27,512500,中证500ETF华夏,CSI_500,2.474,-0.0194017784963621,True,1.4036351125327675,0.0186418109178868,,1.4036351125327675,3.0654515327257594,0.0299110751818916,-0.00402576489533,,-0.00402576489533,-0.8660254037844387,0.0186418109178868,-0.0020169423154496,,,0.0,0.0,0.7071063989736077,0.0,,0.0186418109178868,,,,0.0,0.0,
2019-05-28,510300,沪深300ETF华泰柏瑞,CSI_300,3.097,-0.0138844042621892,True,1.0189075663240916,0.012204930962881,-0.0003227888960619,1.0189075663240916,1.7207792207792183,0.0171133354859541,-0.0003227888960619,,-0.0003227888960619,-0.8660254037844387,0.012204930962881,0.021774991751897,0.0989897052624428,0.0989897052624428,0.0,0.0,1.0572072079846249,0.0,,0.012204930962881,,,,0.0,0.0,
2019-05-28,510310,沪深300ETF易方达,CSI_300,2.914,-0.0116678105696638,True,0.9612007124185351,0.0116075546884564,-0.0006858710562414,0.9612007124185351,1.722949689869065,0.0171585449553878,-0.0006858710562414,,-0.0006858710562414,-0.8660254037844387,0.0116075546884564,0.0188811188811188,-0.0771834354583006,-0.0771834354583006,0.0,0.0,1.0729204364360605,0.0,,0.0116075546884564,,,,0.0,0.0,
2019-05-28,510500,中证500ETF南方,CSI_500,4.388,-0.0300820419325432,True,1.1395423496968446,0.0156574590121399,-0.0092571686610973,1.1395423496968446,1.3642564802182924,0.0136736554238834,-0.0092571686610973,,-0.0092571686610973,-0.8660254037844387,0.0156574590121399,0.0148011100832563,-0.0938157842045394,-0.0938157842045394,0.0,0.0,0.9406020614642459,0.0,,0.0156574590121399,,,,0.0,0.0,
2019-05-28,512100,中证1000ETF南方,CSI_1000,1.687,-0.0373443983402489,True,1.1619500384584605,0.0209547816360242,-0.009395184967704,1.1619500384584605,2.0722320899940745,0.0207468879668049,-0.009395184967704,,-0.009395184967704,-0.8660254037844387,0.0209547816360242,0.0168776371308017,-0.1009746563546175,-0.1009746563546175,0.0,0.0,0.9424121001436891,0.0,,0.0209547816360242,,,,0.0,0.0,
2019-05-28,512500,中证500ETF华夏,CSI_500,2.468,-0.0287682333873582,True,1.1541718731390433,0.0161590958735302,-0.0064412238325282,1.1541718731390433,1.2934518997574789,0.012965964343598,-0.0064412238325282,,-0.0064412238325282,-0.8660254037844387,0.0161590958735302,0.0152200740436034,-0.1749962742325925,-0.1749962742325925,0.0,0.0,0.9249427674841472,0.0,,0.0161590958735302,,,,0.0,0.0,
2019-05-29,510300,沪深300ETF华泰柏瑞,CSI_300,3.099,-0.0171022910616328,True,0.9280138727257345,0.010919652064862,0.0032372936225315,0.9280138727257345,1.872780109783656,0.0187157147466924,0.0,0.7071039722740508,0.0,-0.8660254037844387,0.0120968038320891,0.0204148831083306,0.0329606219224853,0.0329606219224853,0.0,0.0,0.778776267121198,0.0,,0.010919652064862,,,,0.0,0.0,
2019-05-29,510310,沪深300ETF易方达,CSI_300,2.922,-0.0171115674195757,True,0.8890240961152123,0.0104461278476,0.0027453671928621,0.8890240961152123,1.9217570350034332,0.0191649555099247,0.0,0.7071038667987788,0.0,-0.8660254037844387,0.0116642958637126,0.0202513966480448,0.6843071183585052,0.6843071183585052,0.0,0.0,0.8620532794813547,0.0,,0.0104461278476,,,,0.0,0.0,
2019-05-29,510500,中证500ETF南方,CSI_500,4.39,-0.0339407744874715,True,1.0170175207857273,0.0140336591075482,-0.0054372451291345,1.0170175207857273,1.526891522333641,0.0152619589977221,-0.008805599458117,0.7071041633427885,-0.008805599458117,-0.8660254037844387,0.0156519919711047,0.0211677134217258,0.5439363946964169,0.5439363946964169,0.0,0.0,0.9013803957926779,0.0,,0.0140336591075482,,,,0.0,0.0,
2019-05-29,512100,中证1000ETF南方,CSI_1000,1.692,-0.0372340425531914,True,1.035408162763661,0.0188394768344048,-0.0047058823529412,1.035408162763661,1.6004742145820932,0.0159574468085105,-0.0064591896652965,0.7071046486797201,-0.0064591896652965,-0.8660254037844387,0.0210582797936697,0.0335980452046424,-0.4079409492524523,-0.4079409492524523,0.0,0.0,1.0294659177201673,0.0,,0.0188394768344048,,,,0.0,0.0,
2019-05-29,512500,中证500ETF华夏,CSI_500,2.464,-0.0308441558441558,True,1.0257529066458506,0.0144542156899527,-0.0060508269463493,1.0257529066458506,1.2965964343598066,0.0129870129870129,-0.0080515297906602,0.7070811671560138,-0.0080515297906602,-0.8660254037844387,0.0161550410430919,0.0207125103562551,-0.5701526724607697,-0.5701526724607697,0.0,0.0,0.8767155734649673,0.0,,0.0144542156899527,,,,0.0,0.0,
2019-05-30,510300,沪深300ETF华泰柏瑞,CSI_300,3.097,-0.0264772360348723,True,0.8696009551188776,0.0099722526347848,0.021774991751897,0.8696009551188776,1.51661826395612,0.0151759767516952,-0.0006453694740239,1.1416304138432036,-0.0006453694740239,-0.8660254037844387,0.0059554753941514,0.0055194805194804,-0.0166833919119353,-0.0166833919119353,0.0,0.0,0.028874335831973675,0.0,,0.0099722526347848,,,,0.0,0.0,
2019-05-30,510310,沪深300ETF易方达,CSI_300,2.914,-0.0233356211393274,True,0.8433854909769676,0.0096088926603261,0.0188811188811188,0.8433854909769676,1.437371663244362,0.0144131777625258,-0.002737850787132,1.1390266513937806,-0.002737850787132,-0.8660254037844387,0.0059028267271845,0.0041350792556857,0.0761017949094908,0.0761017949094908,0.0,0.0,-0.008003933360204689,0.0,,0.0096088926603261,,,,0.0,0.0,
2019-05-30,510500,中证500ETF南方,CSI_500,4.376,-0.0539305301645339,True,0.9407312320149579,0.0128289279655038,0.0120259019426458,0.9407312320149579,1.5261958997722136,0.0153107861060329,-0.0119665838789794,1.138224047423966,-0.0119665838789794,-0.8660254037844387,0.0117188917958147,-0.0050022737608002,-0.1572486179349753,-0.1572486179349753,0.0,0.0,-0.23249143458231677,0.0,,0.0128289279655038,,,,0.0,0.0,
2019-05-30,512100,中证1000ETF南方,CSI_1000,1.684,-0.0587885985748218,True,0.9566920443194761,0.0172577423354119,0.0150693188667871,0.9566920443194761,1.6548463356974008,0.0166270783847981,-0.0111567821491486,1.1357177559048215,-0.0111567821491486,-0.8660254037844387,0.0170956154233123,-0.0029603315571344,0.110355460042447,0.110355460042447,0.0,0.0,-0.12554674680704034,0.0,,0.0172577423354119,,,,0.0,0.0,
2019-05-30,512500,中证500ETF华夏,CSI_500,2.458,-0.049227013832384,True,0.9468665093425737,0.0132023069359026,0.0111065405183052,0.9468665093425737,1.5016233766233735,0.0150528885272579,-0.0104669887278582,1.154480276202957,-0.0104669887278582,-0.8660254037844387,0.0127985013041064,-0.0064672594987873,0.4782027488286979,0.4782027488286979,0.0,0.0,-0.32634509485703,0.0,,0.0132023069359026,,,,0.0,0.0,
