date,code,name,family_id,close,ret_1,ret_3,ret_5,ret_10,ret_20,ret_60,vol_5,vol_20,vol_60,ma_gap_5_20,ma_gap_20_60,drawdown_20,drawdown_60,amount_log,amount_z20,turnover_rate,amplitude,intraday_range,volume_chg_5,liquidity_shock_20,month_sin,month_cos,days_since_start,family_CSI_1000,family_CSI_2000,family_CSI_300,family_CSI_500,family_CSI_800,family_CSI_A100,family_CSI_A50,family_CSI_A500,fwd_ret_5,is_trainable
2019-05-23,510310,沪深300ETF易方达,CSI_300,2.86,-0.01853122855181888,,,,,,0.012618573297821017,0.012618573297821017,0.012618573297821017,0.0,0.0,-0.019204389574760006,-0.019204389574760006,0.0,,,1.8531228551818744,0.018881118881118823,,,0.49999999999999994,-0.8660254037844387,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.018881118881118875,True
2019-05-23,510500,中证500ETF南方,CSI_500,4.324,-0.02038966923425456,,,,,,0.01202286603967392,0.01202286603967392,0.01202286603967392,0.0,0.0,-0.02370738315646881,-0.02370738315646881,0.0,,,2.0616221114635294,0.02104532839963002,,,0.49999999999999994,-0.8660254037844387,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.012025901942645856,True
2019-05-23,512100,中证1000ETF南方,CSI_1000,1.659,-0.024117647058823466,,,,,,0.01580811446883933,0.01580811446883933,0.01580811446883933,0.0,0.0,-0.025836758661186177,-0.025836758661186177,0.0,,,2.411764705882349,0.024713682941530996,,,0.49999999999999994,-0.8660254037844387,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015069318866787196,True
2019-05-23,512500,中证500ETF华夏,CSI_500,2.431,-0.019362646228317848,,,,,,0.012268135621284334,0.012268135621284334,0.012268135621284334,0.0,0.0,-0.02133655394524958,-0.02133655394524958,0.0,,,1.8959257765227975,0.019333607568901748,,,0.49999999999999994,-0.8660254037844387,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.011106540518305286,True
2019-05-24,510300,沪深300ETF华泰柏瑞,CSI_300,3.037,0.0019795447047179504,-0.01969012265978054,,,,,0.010851728371278171,0.010851728371278171,0.010851728371278171,0.0,0.0,-0.01969012265978054,-0.01969012265978054,0.0,,,1.649620587264923,0.016463615409943965,,,0.49999999999999994,-0.8660254037844387,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013829436944353013,True
2019-05-24,510310,沪深300ETF易方达,CSI_300,2.864,0.0013986013986013734,-0.017832647462277085,,,,,0.010954450628341505,0.010954450628341505,0.010954450628341505,0.0,0.0,-0.017832647462277085,-0.017832647462277085,0.0,,,1.3286713286713376,0.013268156424581096,,,0.49999999999999994,-0.8660254037844387,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013268156424581123,True
2019-05-24,510500,中证500ETF南方,CSI_500,4.299,-0.00578168362627185,-0.02935199819372314,,,,,0.00920350906899993,0.00920350906899993,0.00920350906899993,0.0,0.0,-0.02935199819372314,-0.02935199819372314,0.0,,,1.271970397779827,0.012793672947196955,,,0.49999999999999994,-0.8660254037844387,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.012561060711793193,True
2019-05-24,512100,中证1000ETF南方,CSI_1000,1.637,-0.013261000602772799,-0.03875513799177921,,,,,0.01117956482037642,0.01117956482037642,0.01117956482037642,0.0,0.0,-0.03875513799177921,-0.03875513799177921,0.0,,,1.808318264014468,0.01832620647525964,,,0.49999999999999994,-0.8660254037844387,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026878436163714214,True
2019-05-24,512500,中证500ETF华夏,CSI_500,2.414,-0.006993006993006978,-0.028180354267310692,,,,,0.008933307697817479,0.008933307697817479,0.008933307697817479,0.0,0.0,-0.028180354267310692,-0.028180354267310692,0.0,,,1.316330728095435,0.013256006628003325,,,0.49999999999999994,-0.8660254037844387,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.012841756420878037,True
2019-05-27,510300,沪深300ETF华泰柏瑞,CSI_300,3.08,0.014158709252551915,-0.002913564260278334,,,,,0.013634456113517913,0.013634456113517913,0.013634456113517913,0.0,0.0,-0.005810200129115484,-0.005810200129115484,0.0,,,3.128086927889371,0.030844155844155906,,,0.49999999999999994,-0.8660254037844387,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002272727272727204,True
2019-05-27,510310,沪深300ETF易方达,CSI_300,2.902,0.013268156424581123,-0.0041180507892930596,,,,,0.013123776246886905,0.013123776246886905,0.013123776246886905,0.0,0.0,-0.004801097393689946,-0.004801097393689946,0.0,,,3.0027932960893806,0.02963473466574771,,,0.49999999999999994,-0.8660254037844387,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002067539627842896,True
2019-05-27,510500,中证500ETF南方,CSI_500,4.398,0.023028611304954483,-0.0036248300860897142,,,,,0.018076642322670113,0.018076642322670113,0.018076642322670113,0.0,0.0,-0.006999322646195627,-0.006999322646195627,0.0,,,3.2333100721097776,0.031605275125056696,,,0.49999999999999994,-0.8660254037844387,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.018417462482946734,True
2019-05-27,512100,中证1000ETF南方,CSI_1000,1.689,0.03176542455711662,-0.006470588235294006,,,,,0.02419410027948851,0.02419410027948851,0.02419410027948851,0.0,0.0,-0.008220786846741102,-0.008220786846741102,0.0,,,3.848503359804517,0.0373001776198934,,,0.49999999999999994,-0.8660254037844387,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017761989342806372,True
2019-05-27,512500,中证500ETF华夏,CSI_500,2.474,0.024855012427506207,-0.002016942315449688,,,,,0.0186418109178868,0.0186418109178868,0.0186418109178868,0.0,0.0,-0.00402576489533002,-0.00402576489533002,0.0,,,3.0654515327257594,0.029911075181891608,,,0.49999999999999994,-0.8660254037844387,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.019401778496362154,True
2019-05-28,510300,沪深300ETF华泰柏瑞,CSI_300,3.097,0.00551948051948048,0.02177499175189701,-0.00032278889606196515,,,,0.012204930962881017,0.012204930962881017,0.012204930962881017,-0.0016927083333332371,0.0,-0.00032278889606196515,-0.00032278889606196515,0.0,,,1.7207792207792185,0.017113335485954128,0.09898970526244288,,0.49999999999999994,-0.8660254037844387,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.013884404262189287,True
2019-05-28,510310,沪深300ETF易方达,CSI_300,2.914,0.004135079255685792,0.018881118881118875,-0.000685871056241405,,,,0.011607554688456487,0.011607554688456487,0.011607554688456487,-0.0014507772020725396,0.0,-0.000685871056241405,-0.000685871056241405,0.0,,,1.722949689869065,0.017158544955387874,-0.07718343545830064,,0.49999999999999994,-0.8660254037844387,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.011667810569663817,True
