model,train_directional_accuracy,train_spearman_ic,train_rmse,train_mae,test_directional_accuracy,test_spearman_ic,test_rmse,test_mae
lstm_transformer,0.5357860142413731,0.032027334300614996,0.03383961391131954,0.022535541940056227,0.6807692307692308,0.370303640049766,0.027981717795266557,0.022067860560924912
gru_transformer,0.5383421581157568,0.06209459988361171,0.0338139299742408,0.022502217778985107,0.6807692307692308,0.47301589860170234,0.02800779777481463,0.022073987713246916
transformer_xl,0.525744020449151,-0.0278316187502903,0.03478076924030547,0.023243703932115337,0.6717948717948717,0.356803406227302,0.02791566248849141,0.02202870179511157
