index_component_type,secucode,stock_code,stock_name,close_price,change_rate,trade_date,industry,region,weight,eps,roe,free_cap,pe,source
12,600436.SH,600436,片仔癀,121.49,0.131871754719,2026-06-05 00:00:00,中药Ⅱ,漳州市,,1.23,5.0,732.97,24.65,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,000425.SZ,000425,徐工机械,9.52,0.740740740741,2026-06-05 00:00:00,工程机械,徐州市,,0.175,3.34,856.85,13.55,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,600760.SH,600760,中航沈飞,40.5,-1.818181818182,2026-06-05 00:00:00,航空装备Ⅱ,威海市,,0.06,0.7,1145.97,174.01,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,688111.SH,688111,金山办公,234.25,-1.434822856181,2026-06-05 00:00:00,软件开发,北京市,,4.74,15.7,1085.45,12.36,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,688008.SH,688008,澜起科技,239.39,-7.809912581353,2026-06-05 00:00:00,半导体,上海市,,0.73,5.39,2744.43,86.32,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,600893.SH,600893,航发动力,42.37,-0.888888888889,2026-06-05 00:00:00,航空装备Ⅱ,西安市,,0.001,0.01,1129.21,11032.55,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,601006.SH,601006,大秦铁路,5.17,0.779727095517,2026-06-05 00:00:00,铁路公路,大同市,,0.12,1.44,1026.91,10.77,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,002475.SZ,002475,立讯精密,68.77,-7.802654511329,2026-06-05 00:00:00,消费电子,深圳市,,0.5,4.2,4999.08,34.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,300015.SZ,300015,爱尔眼科,8.54,0.470588235294,2026-06-05 00:00:00,医疗服务,长沙市,,0.1274,5.25,679.39,16.86,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,600050.SH,600050,中国联通,4.34,0.93023255814,2026-06-05 00:00:00,通信服务,北京市,,0.068,1.24,1344.98,15.87,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,601857.SH,601857,中国石油,10.61,-0.37558685446,2026-06-05 00:00:00,炼化及贸易,北京市,,0.264,3.0,17179.93,10.04,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,000651.SZ,000651,格力电器,38.46,-1.08024691358,2026-06-05 00:00:00,白色家电,珠海市,,1.09,4.07,2123.76,8.85,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,002714.SZ,002714,牧原股份,35.06,-0.19925989183,2026-06-05 00:00:00,养殖业,南阳市,,-0.22,-1.57,1332.35,-41.65,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,688041.SH,688041,海光信息,274.06,-4.104412330732,2026-06-05 00:00:00,半导体,天津市,,0.3,2.99,6370.08,231.78,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,601398.SH,601398,工商银行,7.34,1.521438450899,2026-06-05 00:00:00,银行Ⅱ,北京市,,0.24,2.21,19789.54,7.52,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,600489.SH,600489,中金黄金,22.2,-1.552106430155,2026-06-05 00:00:00,贵金属,北京市,,0.49,7.54,1076.1,11.3,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,300760.SZ,300760,迈瑞医疗,144.39,1.262360614349,2026-06-05 00:00:00,医疗器械,深圳市,,1.9225,5.96,1749.14,18.79,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,688012.SH,688012,中微公司,276.0,-4.626973979751,2026-06-05 00:00:00,半导体,上海市,,1.48,4.0,2586.05,69.48,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,688256.SH,688256,寒武纪,1299.2,-4.393259253808,2026-06-05 00:00:00,半导体,北京市,,2.4,8.2,8162.78,201.41,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,300059.SZ,300059,东方财富,18.52,-1.173959445037,2026-06-05 00:00:00,证券Ⅱ,上海市,,0.2365,3.99,2473.03,19.6,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,002648.SZ,002648,卫星化学,23.97,1.956614206721,2026-06-05 00:00:00,化学原料,嘉兴市,,0.63,6.14,806.95,9.54,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,002001.SZ,002001,新和成,31.74,3.455019556714,2026-06-05 00:00:00,化学制品,绍兴市,,0.59,5.37,963.9,13.35,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,600160.SH,600160,巨化股份,39.27,2.693514644351,2026-06-05 00:00:00,化学制品,衢州市,,0.434,5.58,1060.19,22.6,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,601888.SH,601888,中国中免,57.2,2.896204353301,2026-06-05 00:00:00,旅游零售Ⅱ,北京市,,1.1351,4.16,1116.82,12.65,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,300122.SZ,300122,智飞生物,12.44,-0.16051364366,2026-06-05 00:00:00,生物制品,重庆市,,-0.1622,-2.48,175.94,-19.17,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,688981.SH,688981,中芯国际,127.4,-5.545670225386,2026-06-05 00:00:00,半导体,境外,,0.17,0.9,2547.44,187.5,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,600585.SH,600585,海螺水泥,19.35,0.624024960998,2026-06-05 00:00:00,水泥,芜湖市,,0.28,0.76,773.94,17.46,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,600010.SH,600010,包钢股份,2.42,0.0,2026-06-05 00:00:00,普钢,包头市,,-0.0102,-0.89,757.9,-59.14,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,002466.SZ,002466,天齐锂业,59.06,-0.67272115708,2026-06-05 00:00:00,能源金属,遂宁市,,1.12,4.31,871.56,13.48,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
12,603799.SH,603799,华友钴业,49.96,-2.612085769981,2026-06-05 00:00:00,能源金属,嘉兴市,,1.33,5.05,943.05,9.49,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
