index_component_type,secucode,stock_code,stock_name,close_price,change_rate,trade_date,industry,region,weight,eps,roe,free_cap,pe,source
13,300898.SZ,300898,熊猫乳品,20.76,1.021897810219,2026-06-05 00:00:00,饮料乳品,温州市,,0.1362,1.64,23.82,38.1,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,605128.SH,605128,上海沿浦,22.52,1.39576767222,2026-06-05 00:00:00,汽车零部件,上海市,,0.22,2.13,70.71,38.17,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,688505.SH,688505,复旦张江,6.92,1.169590643275,2026-06-05 00:00:00,化学制药,上海市,,0.01,0.36,49.17,232.54,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,603950.SH,603950,长源东谷,64.62,-7.751605995717,2026-06-05 00:00:00,汽车零部件,襄阳市,,0.26,2.71,209.11,63.21,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,002962.SZ,002962,五方光电,21.65,6.127450980392,2026-06-05 00:00:00,光学光电子,荆州市,,0.01,0.23,45.29,390.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,605299.SH,605299,舒华体育,16.36,-0.426049908704,2026-06-05 00:00:00,文娱用品,泉州市,,0.0593,1.9,66.69,68.54,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,300819.SZ,300819,聚杰微纤,63.92,-1.661538461538,2026-06-05 00:00:00,纺织制造,苏州市,,0.07,1.19,86.14,229.35,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,688080.SH,688080,映翰通,40.8,2.153229844767,2026-06-05 00:00:00,通信设备,北京市,,0.1262,0.79,30.05,80.85,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,688179.SH,688179,阿拉丁,22.05,3.37552742616,2026-06-05 00:00:00,化学制品,上海市,,0.09,2.94,79.82,68.59,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,300875.SZ,300875,捷强装备,32.95,0.487953644404,2026-06-05 00:00:00,地面兵装Ⅱ,天津市,,-0.08,-0.89,28.93,-108.95,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,300881.SZ,300881,盛德鑫泰,50.22,1.557128412538,2026-06-05 00:00:00,特钢Ⅱ,常州市,,0.4,3.61,28.83,31.47,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,300862.SZ,300862,蓝盾光电,22.67,-0.044091710758,2026-06-05 00:00:00,通用设备,铜陵市,,-0.05,-0.44,34.34,-120.76,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,688010.SH,688010,福光股份,36.65,0.742166025289,2026-06-05 00:00:00,光学光电子,福州市,,-0.11,-1.05,58.85,-81.45,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,688268.SH,688268,华特气体,196.7,-3.388998035363,2026-06-05 00:00:00,电子化学品Ⅱ,佛山市,,0.28,1.67,245.91,181.59,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,688028.SH,688028,沃尔德,117.32,-6.517928286853,2026-06-05 00:00:00,通用设备,北京市,,0.1878,1.42,177.09,156.17,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
13,301042.SZ,301042,安联锐视,104.33,-0.638095238095,2026-06-05 00:00:00,计算机设备,珠海市,,0.1613,1.05,69.37,161.73,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
