index_component_type,secucode,stock_code,stock_name,close_price,change_rate,trade_date,industry,region,weight,eps,roe,free_cap,pe,source
7,600446.SH,600446,金证股份,12.47,0.24115755627,2026-06-05 00:00:00,IT服务Ⅱ,深圳市,,-0.052,-1.37,117.38,-59.94,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,600075.SH,600075,新疆天业,4.91,2.93501048218,2026-06-05 00:00:00,化学原料,石河子市,,-0.03,-0.64,83.85,-35.39,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,000950.SZ,000950,重药控股,5.49,1.104972375691,2026-06-05 00:00:00,医药商业,重庆市,,0.1,1.47,94.88,13.89,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,600459.SH,600459,贵研铂业,24.75,2.10396039604,2026-06-05 00:00:00,小金属,昆明市,,0.29,2.87,188.03,22.93,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,600155.SH,600155,华创云信,5.51,0.0,2026-06-05 00:00:00,证券Ⅱ,北京市,,0.01,0.16,121.97,98.2,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,000061.SZ,000061,农产品,6.21,-0.16077170418,2026-06-05 00:00:00,一般零售,深圳市,,0.068,1.55,111.43,22.82,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,600710.SH,600710,苏美达,11.48,1.145374449339,2026-06-05 00:00:00,贸易Ⅱ,南京市,,0.24,3.53,150.01,12.06,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,600179.SH,600179,安通控股,4.59,0.0,2026-06-05 00:00:00,航运港口,泉州市,,0.06,2.12,177.28,19.13,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,000901.SZ,000901,航天科技,18.86,2.056277056277,2026-06-05 00:00:00,汽车零部件,哈尔滨市,,0.0188,0.35,150.54,250.41,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,600211.SH,600211,西藏药业,37.62,0.0,2026-06-05 00:00:00,生物制品,拉萨市,,0.93,7.58,121.26,10.15,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
7,002051.SZ,002051,中工国际,11.77,-2.079866888519,2026-06-05 00:00:00,专业工程,北京市,,0.06,0.67,144.35,46.19,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
