index_component_type,secucode,stock_code,stock_name,close_price,change_rate,trade_date,industry,region,weight,eps,roe,free_cap,pe,source
6,300054.SZ,300054,鼎龙股份,70.4,4.389086595492,2026-06-03 00:00:00,电子化学品Ⅱ,武汉市,,0.26,4.71,519.66,66.49,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002493.SZ,002493,荣盛石化,11.44,-0.952380952381,2026-06-03 00:00:00,炼化及贸易,杭州市,,0.29,6.26,1068.27,10.15,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,601919.SH,601919,中远海控,14.64,-1.810865191147,2026-06-03 00:00:00,航运港口,天津市,,0.38,2.51,1838.27,9.54,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,601888.SH,601888,中国中免,57.05,0.193185809624,2026-06-03 00:00:00,旅游零售Ⅱ,北京市,,1.1351,4.16,1113.89,12.62,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002475.SZ,002475,立讯精密,74.8,1.081081081081,2026-06-03 00:00:00,消费电子,深圳市,,0.5,4.2,5437.42,37.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,601618.SH,601618,中国中冶,2.78,-0.714285714286,2026-06-03 00:00:00,专业工程,北京市,,0.08,1.59,496.3,8.81,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,300088.SZ,300088,长信科技,8.09,12.674094707521,2026-06-03 00:00:00,光学光电子,芜湖市,,0.0193,0.55,201.08,105.42,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002456.SZ,002456,欧菲光,9.82,3.151260504202,2026-06-03 00:00:00,光学光电子,深圳市,,-0.0742,-6.37,325.79,-33.32,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,603077.SH,603077,和邦生物,2.47,0.406504065041,2026-06-03 00:00:00,农化制品,乐山市,,0.0218,0.97,218.14,31.42,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,603993.SH,603993,洛阳钼业,19.89,0.759878419453,2026-06-03 00:00:00,工业金属,洛阳市,,0.36,9.06,3472.96,13.71,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,603288.SH,603288,海天味业,34.4,-0.80738177624,2026-06-03 00:00:00,调味发酵品Ⅱ,佛山市,,0.42,5.97,1912.85,20.59,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,300024.SZ,300024,机器人,14.81,-2.565789473684,2026-06-03 00:00:00,自动化设备,沈阳市,,-0.0591,-2.26,231.8,-62.67,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002465.SZ,002465,海格通信,15.36,-4.299065420561,2026-06-03 00:00:00,军工电子Ⅱ,广州市,,0.0024,0.05,380.6,1635.39,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,300316.SZ,300316,晶盛机电,48.41,3.0,2026-06-03 00:00:00,光伏设备,绍兴市,,0.08,0.6,596.2,154.55,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002648.SZ,002648,卫星化学,24.11,1.988155668359,2026-06-03 00:00:00,化学原料,嘉兴市,,0.63,6.14,811.66,9.59,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002409.SZ,002409,雅克科技,113.8,3.803703365867,2026-06-03 00:00:00,半导体,无锡市,,0.5604,3.34,362.48,50.77,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,600009.SH,600009,上海机场,23.79,-2.299794661191,2026-06-03 00:00:00,航空机场,上海市,,0.23,1.35,486.81,25.61,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,600096.SH,600096,云天化,31.02,-0.16092693917,2026-06-03 00:00:00,农化制品,昆明市,,0.7816,5.63,565.49,9.92,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,600019.SH,600019,宝钢股份,5.83,-1.851851851852,2026-06-03 00:00:00,普钢,上海市,,0.1,1.07,1269.9,14.27,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,000878.SZ,000878,云南铜业,18.84,-0.842105263158,2026-06-03 00:00:00,工业金属,昆明市,,0.2874,4.0,377.48,16.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,000301.SZ,000301,东方盛虹,11.88,-2.302631578947,2026-06-03 00:00:00,炼化及贸易,苏州市,,0.22,4.11,785.05,13.71,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002025.SZ,002025,航天电器,65.24,7.390946502058,2026-06-03 00:00:00,军工电子Ⅱ,贵阳市,,0.11,0.79,296.11,142.19,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,000858.SZ,000858,五粮液,82.35,-0.435255712731,2026-06-03 00:00:00,白酒Ⅱ,宜宾市,,2.0772,6.5,3196.43,9.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,000568.SZ,000568,泸州老窖,87.55,-1.073446327684,2026-06-03 00:00:00,白酒Ⅱ,泸州市,,2.52,7.32,1287.91,8.69,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002065.SZ,002065,东华软件,7.45,-1.062416998672,2026-06-03 00:00:00,IT服务Ⅱ,北京市,,0.0193,0.5,216.64,96.36,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
