index_component_type,secucode,stock_code,stock_name,close_price,change_rate,trade_date,industry,region,weight,eps,roe,free_cap,pe,source
8,000625.SZ,000625,长安汽车,8.16,-3.54609929078,2026-06-03 00:00:00,乘用车,重庆市,,0.04,0.45,674.6,57.69,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300274.SZ,300274,阳光电源,170.8,-1.100173711639,2026-06-03 00:00:00,光伏设备,合肥市,,1.12,4.81,2711.5,38.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300033.SZ,300033,同花顺,223.69,-1.122751182425,2026-06-03 00:00:00,软件开发,杭州市,,0.34,2.67,980.68,164.45,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002001.SZ,002001,新和成,30.07,-0.595041322314,2026-06-03 00:00:00,化学制品,绍兴市,,0.59,5.37,913.18,12.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002648.SZ,002648,卫星化学,24.11,1.988155668359,2026-06-03 00:00:00,化学原料,嘉兴市,,0.63,6.14,811.66,9.59,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002625.SZ,002625,光启技术,38.73,1.043569006001,2026-06-03 00:00:00,航空装备Ⅱ,深圳市,,0.08,1.81,834.47,118.43,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000425.SZ,000425,徐工机械,9.37,-3.102378490176,2026-06-03 00:00:00,工程机械,徐州市,,0.175,3.34,843.35,13.34,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300979.SZ,300979,华利集团,34.33,-2.388399203867,2026-06-03 00:00:00,纺织制造,中山市,,0.33,2.35,400.63,26.08,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002714.SZ,002714,牧原股份,36.2,-1.523394994559,2026-06-03 00:00:00,养殖业,南阳市,,-0.22,-1.57,1375.67,-43.01,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002180.SZ,002180,奔图科技,15.85,-0.626959247649,2026-06-03 00:00:00,计算机设备,珠海市,,0.0454,0.71,215.61,87.29,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002230.SZ,002230,科大讯飞,47.51,-1.554082055533,2026-06-03 00:00:00,软件开发,合肥市,,-0.07,-0.91,1040.13,-168.1,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000661.SZ,000661,长春高新,69.65,-2.804912084845,2026-06-03 00:00:00,生物制品,长春市,,0.69,1.25,278.33,25.76,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002555.SZ,002555,三七互娱,19.48,-0.459887583035,2026-06-03 00:00:00,游戏Ⅱ,芜湖市,,0.4,6.22,309.22,12.34,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000938.SZ,000938,紫光股份,28.22,0.035448422545,2026-06-03 00:00:00,IT服务Ⅱ,北京市,,0.2755,5.21,807.11,25.61,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002352.SZ,002352,顺丰控股,34.57,-0.945558739255,2026-06-03 00:00:00,物流,深圳市,,0.51,2.52,1648.99,17.24,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000100.SZ,000100,TCL科技,4.74,6.997742663657,2026-06-03 00:00:00,光学光电子,惠州市,,0.0692,2.47,906.86,15.84,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300750.SZ,300750,宁德时代,426.42,-1.721634515661,2026-06-03 00:00:00,电池,宁德市,,4.58,5.98,18152.75,23.78,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,001979.SZ,001979,招商蛇口,8.77,-1.901565995526,2026-06-03 00:00:00,房地产开发,深圳市,,0.004,0.04,737.87,505.33,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300502.SZ,300502,新易盛,782.25,4.718875502008,2026-06-03 00:00:00,通信设备,成都市,,2.8,14.52,6940.75,70.05,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002027.SZ,002027,分众传媒,5.5,-0.900900900901,2026-06-03 00:00:00,广告营销,上海市,,0.1239,12.13,794.32,11.1,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300498.SZ,300498,温氏股份,13.11,-0.832072617247,2026-06-03 00:00:00,养殖业,云浮市,,-0.161,-2.59,779.95,-20.38,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300408.SZ,300408,三环集团,134.89,0.319797709356,2026-06-03 00:00:00,元件,潮州市,,0.41,3.59,2522.18,81.72,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000063.SZ,000063,中兴通讯,36.44,0.385674931129,2026-06-03 00:00:00,通信设备,深圳市,,0.27,1.72,1467.67,33.25,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000538.SZ,000538,云南白药,49.15,-0.626769106349,2026-06-03 00:00:00,中药Ⅱ,昆明市,,1.14,4.96,871.4,10.76,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002415.SZ,002415,海康威视,30.77,0.065040650407,2026-06-03 00:00:00,计算机设备,杭州市,,0.303,3.28,2783.58,25.35,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002594.SZ,002594,比亚迪,94.82,-2.004960727573,2026-06-03 00:00:00,乘用车,深圳市,,0.448,1.65,3306.01,52.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,301236.SZ,301236,软通动力,43.59,2.806603773585,2026-06-03 00:00:00,IT服务Ⅱ,北京市,,-0.35,-2.82,342.49,-32.24,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300760.SZ,300760,迈瑞医疗,144.59,-1.632764133615,2026-06-03 00:00:00,医疗器械,深圳市,,1.9225,5.96,1751.56,18.81,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002311.SZ,002311,海大集团,46.27,-1.970338983051,2026-06-03 00:00:00,饲料,广州市,,0.54,3.55,760.75,21.45,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002422.SZ,002422,科伦药业,33.55,-4.822695035461,2026-06-03 00:00:00,化学制药,成都市,,0.29,1.86,435.68,29.41,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000725.SZ,000725,京东方A,5.59,2.193784277879,2026-06-03 00:00:00,光学光电子,北京市,,0.05,1.26,2031.5,30.32,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000651.SZ,000651,格力电器,39.5,-0.050607287449,2026-06-03 00:00:00,白色家电,珠海市,,1.09,4.07,2181.19,9.09,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000568.SZ,000568,泸州老窖,87.55,-1.073446327684,2026-06-03 00:00:00,白酒Ⅱ,泸州市,,2.52,7.32,1287.91,8.69,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000858.SZ,000858,五粮液,82.35,-0.435255712731,2026-06-03 00:00:00,白酒Ⅱ,宜宾市,,2.0772,6.5,3196.43,9.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002558.SZ,002558,巨人网络,25.59,-0.156067108857,2026-06-03 00:00:00,游戏Ⅱ,重庆市,,0.57,6.81,486.35,11.25,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002252.SZ,002252,上海莱士,5.24,-0.190476190476,2026-06-03 00:00:00,生物制品,上海市,,0.048,0.97,347.61,27.53,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002371.SZ,002371,北方华创,614.84,1.997345719973,2026-06-03 00:00:00,半导体,北京市,,2.2556,4.25,4453.0,68.15,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300015.SZ,300015,爱尔眼科,8.8,-3.083700440529,2026-06-03 00:00:00,医疗服务,长沙市,,0.1274,5.25,700.07,17.38,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000977.SZ,000977,浪潮信息,64.22,-1.2,2026-06-03 00:00:00,计算机设备,济南市,,0.4119,2.75,942.0,38.98,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300059.SZ,300059,东方财富,18.91,0.0,2026-06-03 00:00:00,证券Ⅱ,上海市,,0.2365,3.99,2525.11,20.01,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002271.SZ,002271,东方雨虹,13.01,-2.692595362752,2026-06-03 00:00:00,装修建材,北京市,,0.17,1.98,249.08,19.33,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000002.SZ,000002,万科A,3.28,-3.244837758112,2026-06-03 00:00:00,房地产开发,深圳市,,-0.5,-5.23,318.72,-1.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300395.SZ,300395,菲利华,118.99,-0.426778242678,2026-06-03 00:00:00,航空装备Ⅱ,荆州市,,0.2761,3.06,609.88,108.82,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300476.SZ,300476,胜宏科技,353.44,1.248997364501,2026-06-03 00:00:00,元件,惠州市,,1.48,7.62,3057.95,67.4,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000792.SZ,000792,盐湖股份,30.24,-0.362438220758,2026-06-03 00:00:00,农化制品,海西蒙古族藏族自治州,,0.572,6.54,1600.16,13.22,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,000333.SZ,000333,美的集团,82.61,0.01210653753,2026-06-03 00:00:00,白色家电,佛山市,,1.69,5.56,5668.42,12.4,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300308.SZ,300308,中际旭创,1275.0,6.980139451758,2026-06-03 00:00:00,通信设备,烟台市,,5.18,17.54,14147.6,61.97,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002475.SZ,002475,立讯精密,74.8,1.081081081081,2026-06-03 00:00:00,消费电子,深圳市,,0.5,4.2,5437.42,37.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,300124.SZ,300124,汇川技术,75.86,-0.797698443834,2026-06-03 00:00:00,自动化设备,深圳市,,0.37,2.83,1828.46,50.67,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
8,002463.SZ,002463,沪电股份,129.8,-0.916030534351,2026-06-03 00:00:00,元件,苏州市,,0.6455,7.81,2495.81,50.27,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
