index_component_type,secucode,stock_code,stock_name,close_price,change_rate,trade_date,industry,region,weight,eps,roe,free_cap,pe,source
1,300308.SZ,300308,中际旭创,1275.0,6.980139451758,2026-06-03 00:00:00,通信设备,烟台市,4.94,5.18,17.54,14147.6,61.97,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,300750.SZ,300750,宁德时代,426.42,-1.721634515661,2026-06-03 00:00:00,电池,宁德市,4.28,4.58,5.98,18152.75,23.78,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,600519.SH,600519,贵州茅台,1281.91,-1.936169887242,2026-06-03 00:00:00,白酒Ⅱ,遵义市,3.05,21.76,10.57,16024.92,14.71,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,300502.SZ,300502,新易盛,782.25,4.718875502008,2026-06-03 00:00:00,通信设备,成都市,2.77,2.8,14.52,6940.75,70.05,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,601318.SH,601318,中国平安,53.7,-0.702662721893,2026-06-03 00:00:00,保险Ⅱ,深圳市,2.15,1.43,2.5,5724.45,9.72,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,601899.SH,601899,紫金矿业,31.27,-0.981633945535,2026-06-03 00:00:00,工业金属,龙岩市,1.94,0.755,10.35,6442.18,10.35,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,600036.SH,600036,招商银行,38.5,-0.773195876289,2026-06-03 00:00:00,银行Ⅱ,深圳市,1.79,1.49,3.37,7942.14,6.41,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,688256.SH,688256,寒武纪,1378.1,6.007692307692,2026-06-03 00:00:00,半导体,北京市,1.52,2.4,8.2,8658.51,213.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,000333.SZ,000333,美的集团,82.61,0.01210653753,2026-06-03 00:00:00,白色家电,佛山市,1.52,1.69,5.56,5668.42,12.4,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,002475.SZ,002475,立讯精密,74.8,1.081081081081,2026-06-03 00:00:00,消费电子,深圳市,1.41,0.5,4.2,5437.42,37.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,600900.SH,600900,长江电力,27.89,-0.250357653791,2026-06-03 00:00:00,电力,北京市,1.27,0.2763,3.01,6824.19,25.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,603986.SH,603986,兆易创新,492.23,3.695043080747,2026-06-03 00:00:00,半导体,北京市,1.18,2.19,6.12,3287.33,59.04,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,601138.SH,601138,工业富联,81.05,1.29983752031,2026-06-03 00:00:00,消费电子,深圳市,1.18,0.53,6.18,16083.64,37.95,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,601166.SH,601166,兴业银行,18.49,-0.644814615798,2026-06-03 00:00:00,银行Ⅱ,福州市,1.17,1.13,2.89,3913.01,4.1,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,002384.SZ,002384,东山精密,223.99,6.191627554165,2026-06-03 00:00:00,元件,苏州市,1.01,0.61,5.05,3105.22,92.41,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,688008.SH,688008,澜起科技,253.9,7.130801687764,2026-06-03 00:00:00,半导体,上海市,1.01,0.73,5.39,2910.78,91.55,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,688981.SH,688981,中芯国际,134.0,1.147342995169,2026-06-03 00:00:00,半导体,境外,0.99,0.17,0.9,2679.41,197.22,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,688041.SH,688041,海光信息,285.94,0.864228015098,2026-06-03 00:00:00,半导体,天津市,0.98,0.3,2.99,6646.21,241.82,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
1,002594.SZ,002594,比亚迪,94.82,-2.004960727573,2026-06-03 00:00:00,乘用车,深圳市,0.98,0.448,1.65,3306.01,52.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
