index_component_type,secucode,stock_code,stock_name,close_price,change_rate,trade_date,industry,region,weight,eps,roe,free_cap,pe,source
6,300054.SZ,300054,鼎龙股份,69.75,-4.959803787982,2026-06-05 00:00:00,电子化学品Ⅱ,武汉市,,0.26,4.71,514.86,65.88,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002493.SZ,002493,荣盛石化,11.43,3.909090909091,2026-06-05 00:00:00,炼化及贸易,杭州市,,0.29,6.26,1067.34,10.14,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,601919.SH,601919,中远海控,15.0,3.662750518314,2026-06-05 00:00:00,航运港口,天津市,,0.38,2.51,1883.48,9.77,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,601888.SH,601888,中国中免,57.2,2.896204353301,2026-06-05 00:00:00,旅游零售Ⅱ,北京市,,1.1351,4.16,1116.82,12.65,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002475.SZ,002475,立讯精密,68.77,-7.802654511329,2026-06-05 00:00:00,消费电子,深圳市,,0.5,4.2,4999.08,34.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,601618.SH,601618,中国中冶,2.75,0.36496350365,2026-06-05 00:00:00,专业工程,北京市,,0.08,1.59,490.95,8.71,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,300088.SZ,300088,长信科技,8.36,-0.712589073634,2026-06-05 00:00:00,光学光电子,芜湖市,,0.0193,0.55,207.79,108.94,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002456.SZ,002456,欧菲光,9.86,-1.890547263682,2026-06-05 00:00:00,光学光电子,深圳市,,-0.0742,-6.37,327.12,-33.45,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,603077.SH,603077,和邦生物,2.39,-0.416666666667,2026-06-05 00:00:00,农化制品,乐山市,,0.0218,0.97,211.08,30.4,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,603993.SH,603993,洛阳钼业,18.19,-2.934898612593,2026-06-05 00:00:00,工业金属,洛阳市,,0.36,9.06,3176.13,12.54,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,603288.SH,603288,海天味业,34.03,0.680473372781,2026-06-05 00:00:00,调味发酵品Ⅱ,佛山市,,0.42,5.97,1892.27,20.37,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,300024.SZ,300024,机器人,15.57,3.386454183267,2026-06-05 00:00:00,自动化设备,沈阳市,,-0.0591,-2.26,243.7,-65.88,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002465.SZ,002465,海格通信,15.92,6.773977196512,2026-06-05 00:00:00,军工电子Ⅱ,广州市,,0.0024,0.05,394.48,1695.01,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,300316.SZ,300316,晶盛机电,48.89,-0.244847990206,2026-06-05 00:00:00,光伏设备,绍兴市,,0.08,0.6,602.11,156.08,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002648.SZ,002648,卫星化学,23.97,1.956614206721,2026-06-05 00:00:00,化学原料,嘉兴市,,0.63,6.14,806.95,9.54,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002409.SZ,002409,雅克科技,115.0,-2.360332823909,2026-06-05 00:00:00,半导体,无锡市,,0.5604,3.34,366.3,51.31,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,000878.SZ,000878,云南铜业,17.32,-3.240223463687,2026-06-05 00:00:00,工业金属,昆明市,,0.2874,4.0,347.03,15.55,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,600009.SH,600009,上海机场,23.64,1.068832834545,2026-06-05 00:00:00,航空机场,上海市,,0.23,1.35,483.74,25.45,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,600096.SH,600096,云天化,29.77,-1.489080079418,2026-06-05 00:00:00,农化制品,昆明市,,0.7816,5.63,542.7,9.52,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,000858.SZ,000858,五粮液,81.08,-0.024660912454,2026-06-05 00:00:00,白酒Ⅱ,宜宾市,,2.0772,6.5,3147.13,9.76,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,600153.SH,600153,建发股份,9.51,-1.958762886598,2026-06-05 00:00:00,物流,厦门市,,0.19,3.97,275.75,9.83,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,000301.SZ,000301,东方盛虹,11.85,1.97934595525,2026-06-05 00:00:00,炼化及贸易,苏州市,,0.22,4.11,783.06,13.67,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002025.SZ,002025,航天电器,64.8,-4.579590634664,2026-06-05 00:00:00,军工电子Ⅱ,贵阳市,,0.11,0.79,294.11,141.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,600019.SH,600019,宝钢股份,5.74,0.34965034965,2026-06-05 00:00:00,普钢,上海市,,0.1,1.07,1250.29,14.05,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002152.SZ,002152,广电运通,10.17,0.494071146245,2026-06-05 00:00:00,计算机设备,广州市,,0.09,1.79,252.43,27.9,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002065.SZ,002065,东华软件,7.28,0.0,2026-06-05 00:00:00,IT服务Ⅱ,北京市,,0.0193,0.5,211.7,94.16,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,002266.SZ,002266,浙富控股,4.94,-1.2,2026-06-05 00:00:00,环境治理,杭州市,,0.12,4.88,239.22,10.7,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
6,000651.SZ,000651,格力电器,38.46,-1.08024691358,2026-06-05 00:00:00,白色家电,珠海市,,1.09,4.07,2123.76,8.85,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT
