Date,Close,High,Low,Open,Volume
2012-05-07,2.1501619815826416,2.1501619815826416,2.1501619815826416,2.1501619815826416,0
2012-05-11,2.128875255584717,2.128875255584717,2.128875255584717,2.128875255584717,0
2012-05-18,2.0826423168182373,2.0826423168182373,2.0826423168182373,2.0826423168182373,0
2012-05-25,2.0811452865600586,2.0811452865600586,2.0811452865600586,2.0811452865600586,0
2012-05-28,2.1136043071746826,2.1136043071746826,2.0448068796519503,2.0448068796519503,2316819
2012-05-29,2.1372642517089844,2.14586270750815,2.0964075497001784,2.107160298436725,390140923
2012-05-30,2.1286563873291016,2.1372639823914708,2.1222120076520468,2.1329647550336355,280599600
2012-05-31,2.124356985092163,2.137263806449866,2.111459086453122,2.12005754046096,246208491
2012-06-01,2.1286563873291016,2.148007589426361,2.1136044125896776,2.126511235009882,226582818
2012-06-04,2.066303253173828,2.1050056558160137,2.0620040259884327,2.1028607212101287,168188427
2012-06-05,2.0684573650360107,2.0792101121781865,2.0620040627832443,2.0684573650360107,88651916
2012-06-06,2.0641582012176514,2.0792101760845747,2.057704898766537,2.070602580949294,76425464
2012-06-07,2.053405284881592,2.0856543843007995,2.0491060578408895,2.0813551572600972,59981794
2012-06-08,2.046952247619629,2.068457525949665,2.044807095181292,2.0663034507914366,76742372
2012-06-11,2.074901580810547,2.0835093926292023,2.0491060016464626,2.053405228569263,71190033
2012-06-12,2.0577051639556885,2.0706028478006497,2.0534057183800356,2.06415846723848,54802906
2012-06-13,2.089953660964966,2.092107953523123,2.059858853338199,2.0641580804809814,73856733
2012-06-14,2.0792102813720703,2.0985617022404717,2.074901913412874,2.085654661430045,44027538
2012-06-15,2.0856544971466064,2.094252951693236,2.064158143152734,2.0835095624968574,50834166
2012-06-18,2.096407175064087,2.1071599218790764,2.0899536553803917,2.0921079479327926,44685783
2012-06-19,2.081355333328247,2.0942530155414074,2.0792101809858,2.0942530155414074,43467309
2012-06-20,2.0792102813720703,2.0942531166539604,2.0770562062061297,2.085654661430045,51465285
2012-06-21,2.0512514114379883,2.0749018414710148,2.036199436330748,2.0749018414710148,82948165
2012-06-25,2.008249282836914,2.0448067481654886,2.0039500559699523,2.0448067481654886,153562876
2012-06-26,2.0061044692993164,2.0104036964253957,1.9931974299475814,1.999650949623449,78475341
2012-06-27,1.9996509552001953,2.0168480813797642,1.9953517280621258,2.0039501823382646,50420042
2012-06-28,1.986752986907959,2.0082493394763152,1.986752986907959,2.0017958200073953,53036465
2012-06-29,2.010403633117676,2.0125485676264234,1.980299686209598,1.9824446207183455,74480616
2012-07-02,2.010403633117676,2.021156379581018,2.00395011364503,2.021156379581018,64352553
2012-07-03,2.014702796936035,2.0361991488427695,2.0082492776657435,2.0125485045216354,44011288
2012-07-04,2.016848087310791,2.027600616547055,2.0082494153820742,2.016848087310791,53280281
2012-07-05,1.9910521507263184,2.008249275760849,1.9824445566770685,2.008249275760849,100064867
2012-07-06,2.023301601409912,2.0319002742396486,1.9845991950244828,1.9953519430147755,97281041
2012-07-09,1.9845987558364868,2.0211562193184776,1.9824444635253569,2.0147027003575473,53199383
2012-07-10,1.9760003089904785,1.9867530558205833,1.9717010818531406,1.9824446883370157,67554628
2012-07-11,1.986752986907959,1.9888981390427518,1.9695469386091882,1.97170101346261,64895542
2012-07-12,1.9974969625473022,2.0125489387772006,1.9695473029667458,1.982444986317404,101130363
