stock_code,date,open,close,high,low,volume,amount,amplitude,pct_chg,price_change,turnover_rate
002415,2025-09-08,28.48,29.18,29.53,28.48,749521.0,2187102278.0,,,,
002415,2025-09-09,29.18,29.03,29.18,28.85,454187.0,1318504861.0000002,1.1309115832762107,-0.5140507196710027,-0.14999999999999858,
002415,2025-09-10,29.15,29.05,29.55,28.8,495452.0,1439288060.0,2.5835342748880468,0.06889424733034645,0.019999999999999574,
002415,2025-09-11,29.03,29.74,29.74,28.93,690172.0,2052571527.9999998,2.788296041308085,2.3752151462994755,0.6899999999999977,
002415,2025-09-12,29.83,29.6,30.16,29.59,704978.0,2086734880.0,1.9166106254203106,-0.47074646940146947,-0.13999999999999702,
002415,2025-09-15,29.59,29.34,29.74,29.16,490990.0,1440564660.0,1.9594594594594537,-0.8783783783783836,-0.26000000000000156,
002415,2025-09-16,29.26,29.72,29.81,29.16,521356.0,1549470032.0,2.2154055896387135,1.2951601908657089,0.379999999999999,
002415,2025-09-17,29.72,29.6,29.81,29.23,480062.0,1420983520.0,1.951547779273211,-0.403768506056519,-0.11999999999999744,
002415,2025-09-18,29.6,29.77,30.95,29.44,1191373.0,3546717421.0,5.101351351351345,0.574324324324318,0.16999999999999815,
002415,2025-09-19,29.77,29.56,29.91,29.51,574498.0,1698216088.0,1.3436345314074525,-0.7054081289889179,-0.21000000000000085,
002415,2025-09-22,29.5,29.26,29.62,29.05,560417.0,1639780142.0000002,1.9282814614343717,-1.014884979702291,-0.29999999999999716,
002415,2025-09-23,29.26,29.14,29.51,28.73,585407.0,1705875998.0,2.665755297334248,-0.4101161995898872,-0.120000000000001,
002415,2025-09-24,29.03,29.82,29.89,28.87,805147.0,2400948354.0,3.5003431708991064,2.333562113932737,0.6799999999999997,
002415,2025-09-25,29.85,30.09,30.35,29.73,764545.0,2300515905.0,2.0791415157612376,0.9054325955734392,0.2699999999999996,
002415,2025-09-26,30.04,29.51,30.19,29.41,551668.0,1627972268.0000002,2.5922233300099737,-1.9275506812894594,-0.5799999999999983,
