stock_code,date,open,close,high,low,volume,amount,amplitude,pct_chg,price_change,turnover_rate
688981,2025-09-09,102.0,102.99,108.65,101.2,157469570.0,1621779101430.0,,,,
688981,2025-09-10,103.0,103.91,105.96,102.13,103992570.0,1080586794869.9999,3.718807651228273,0.8932906107389085,0.9200000000000017,
688981,2025-09-11,102.62,110.28,112.8,99.98,146750166.0,1618360830648.0,12.33759984602059,6.130305071696665,6.3700000000000045,
688981,2025-09-12,109.28,108.42,112.49,108.01,115902204.0,1256611695768.0,4.062386652158134,-1.6866158868335142,-1.8599999999999994,
688981,2025-09-15,110.55,108.66,112.55,107.5,94683618.0,1028832193187.9999,4.657812211769043,0.22136137244050438,0.23999999999999488,
688981,2025-09-16,109.0,109.78,111.86,108.09,86625924.0,950979393671.9999,3.4695380084667735,1.03073808209093,1.1200000000000045,
688981,2025-09-17,110.8,117.39,120.8,109.8,152847561.0,1794277518579.0,10.02004008016032,6.932045910001822,7.609999999999999,
688981,2025-09-18,119.98,122.15,127.49,116.35,193156778.0,2359410043270.0,9.48973507113042,4.054859868813362,4.760000000000005,
688981,2025-09-19,123.0,121.34,127.4,120.11,144910623.0,1758345499482.0,5.968072042570615,-0.6631191158411807,-0.8100000000000023,
688981,2025-09-22,120.54,128.92,129.83,119.05,158828147.0,2047612471123.9998,8.88412724575574,6.246909510466445,7.579999999999984,
688981,2025-09-23,127.64,128.51,129.33,122.63,144127353.0,1852180613403.0,5.197021408625518,-0.3180266832143939,-0.4099999999999966,
688981,2025-09-24,126.88,134.98,137.98,126.23,146094753.0,1971986975993.9998,9.143257334059596,5.034627655435374,6.469999999999999,
688981,2025-09-25,133.0,134.11,137.8,132.31,103258321.0,1384797342931.0002,4.067269225070388,-0.6445399318417367,-0.8699999999999761,
688981,2025-09-26,132.71,132.27,135.95,131.2,91244519.0,1206891252813.0,3.541868615315785,-1.3720080530907488,-1.8400000000000034,
688981,2025-09-29,131.0,136.02,136.02,129.16,102720723.0,1397207274246.0,5.186361230815765,2.8351100022680877,3.75,
688981,2025-09-30,138.5,140.13,142.0,136.6,98622900.0,1382002697700.0,3.970004411116016,3.0216144684605095,4.109999999999985,
688981,2025-10-09,144.0,138.91,153.0,137.0,166284110.0,2309852572010.0,11.41796902875901,-0.8706201384428738,-1.2199999999999989,
688981,2025-10-10,134.87,127.95,134.94,127.17,161742076.0,2069489862420.0,5.593549780433371,-7.890000719890572,-10.959999999999994,
688981,2025-10-13,126.0,136.47,136.48,126.0,140299486.0,1914667085441.9998,8.190699491989049,6.658851113716293,8.519999999999996,
