stock_code,date,open,close,high,low,volume,amount,amplitude,pct_chg,price_change,turnover_rate
300408,2025-09-08,39.411,39.641,40.031,39.091,188283.0,746372640.3,,,,
300408,2025-09-09,39.731,38.701,39.771,38.431,154958.0,599702955.8000001,3.380338538381987,-2.371282258267949,-0.9399999999999977,
300408,2025-09-10,39.571,40.651,41.651,39.521,427214.0,1736667631.4000003,5.503733753649783,5.038629492777972,1.9500000000000028,
300408,2025-09-11,43.421,43.121,44.601,42.211,540409.0,2330297648.9,5.879314162013236,6.076111288775181,2.469999999999999,
300408,2025-09-12,42.471,42.131,43.231,41.931,308544.0,1299926726.4,3.0147723846849663,-2.295865123721625,-0.990000000000002,
300408,2025-09-15,41.951,40.951,42.141,40.461,253045.0,1036244579.5,3.987562602359307,-2.8007880183237988,-1.1799999999999997,
300408,2025-09-16,41.381,41.701,41.851,40.731,188364.0,785496716.4,2.7349759468633184,1.8314571072745474,0.75,
300408,2025-09-17,43.551,45.041,46.751,43.251,535758.0,2413107607.7999997,8.39308409870267,8.009400254190538,3.3399999999999963,
300408,2025-09-18,46.401,44.851,46.761,44.051,419426.0,1881167552.6000001,6.016740303279237,-0.4218378810417125,-0.18999999999999773,
300408,2025-09-19,44.881,47.881,51.531,44.631,614955.0,2944466035.5,15.38427236850906,6.755702213997461,3.030000000000001,
300408,2025-09-22,48.331,49.251,50.551,48.231,508910.0,2506432641.0,4.845345753012678,2.861260207597998,1.3699999999999974,
300408,2025-09-23,50.521,49.551,51.551,47.641,437407.0,2167395425.7,7.938925097967561,0.6091246878236062,0.30000000000000426,
300408,2025-09-24,47.751,47.871,48.231,46.951,328450.0,1572322995.0,2.5831971100482356,-3.390446206938305,-1.6799999999999997,
300408,2025-09-25,47.401,47.161,47.541,45.551,365309.0,1722833774.9,4.157005285036859,-1.4831526393850156,-0.7100000000000009,
300408,2025-09-26,47.101,45.231,47.331,44.931,316264.0,1430493698.4,5.088950615975076,-4.092364453679947,-1.9299999999999997,
300408,2025-09-29,45.331,46.251,46.291,45.141,211913.0,980118816.2999998,2.5425040348433563,2.2550905352523625,1.019999999999996,
300408,2025-09-30,46.291,45.881,46.901,45.601,201543.0,924699438.3,2.810750037837029,-0.7999827030766846,-0.36999999999999744,
300408,2025-10-09,46.751,47.891,49.851,46.751,434344.0,2080116850.4,6.756609489767008,4.3808984111069895,2.009999999999998,
300408,2025-10-10,47.561,45.871,48.211,45.661,223281.0,1024212275.1,5.324591259318029,-4.217911507381337,-2.019999999999996,
300408,2025-10-13,44.051,45.481,46.451,43.781,226576.0,1030490305.6,5.820671012186352,-0.8502103725665465,-0.39000000000000057,
300408,2025-10-14,54.531,47.291,54.671,46.701,815410.0,3856155430.9999995,17.523801147732016,3.979683824014413,1.8099999999999952,
300408,2025-10-15,48.151,50.201,50.751,47.301,541118.0,2716466471.7999997,7.295257025649693,6.153390708591495,2.9100000000000037,
300408,2025-10-16,50.371,51.021,52.101,49.551,423779.0,2162162835.9,5.0795800880460495,1.6334335969403004,0.8200000000000003,
300408,2025-10-17,51.051,48.071,51.051,47.561,346876.0,1667467619.6,6.840320652280438,-5.781932929578022,-2.950000000000003,
300408,2025-10-20,48.421,49.231,49.991,48.281,256435.0,1262455148.5000002,3.557238251752618,2.4130972935865778,1.1600000000000037,
300408,2025-10-21,49.911,50.141,51.021,48.861,307437.0,1541519861.6999998,4.387479433690162,1.8484288354898264,0.9099999999999966,
300408,2025-10-22,49.301,47.611,49.781,47.561,235950.0,1123381545.0,4.427514409365587,-5.045770925988714,-2.530000000000001,
300408,2025-10-23,47.331,46.951,47.611,45.981,200715.0,942376996.5,3.423578584780819,-1.38623427359223,-0.6599999999999966,
300408,2025-10-24,47.661,49.001,49.231,47.171,211781.0,1037748078.0999999,4.387552980767188,4.366254179889666,2.049999999999997,
300408,2025-10-27,50.111,50.661,51.051,49.451,248712.0,1259999863.2,3.265239484908474,3.387685965592547,1.6600000000000037,
300408,2025-10-28,49.961,48.421,50.551,47.991,302009.0,1462357778.8999999,5.053196739108984,-4.421547146720361,-2.240000000000002,
300408,2025-10-29,51.611,53.431,53.851,51.531,506741.0,2707567837.1,4.791309555771257,10.346750376902579,5.009999999999998,
300408,2025-10-30,52.681,51.441,53.231,50.811,341467.0,1756540394.7,4.529205891710808,-3.724429638224991,-1.9899999999999949,
300408,2025-10-31,52.231,49.241,52.231,48.731,328292.0,1616542637.2,6.803911276996947,-4.27674423125523,-2.200000000000003,
300408,2025-11-03,49.171,49.321,50.081,48.311,236460.0,1166244366.0,3.594565504356132,0.16246623748501918,0.0799999999999983,
300408,2025-11-04,51.641,50.511,52.431,49.851,259526.0,1310891778.6000001,5.231037489102002,2.4127653535005473,1.1900000000000048,
300408,2025-11-05,48.061,50.651,51.461,47.431,307538.0,1557710723.8000002,7.978460137395817,0.27716734968620804,0.14000000000000057,
300408,2025-11-06,52.401,53.151,53.651,51.331,331514.0,1762030061.4,4.58036366508065,4.935736708061045,2.5,
300408,2025-11-07,52.651,51.621,52.871,51.121,264026.0,1362928614.6,3.292506255761886,-2.878591183608965,-1.5300000000000011,
300408,2025-11-10,51.771,50.841,52.851,50.251,251258.0,1277420797.8,5.036709866139752,-1.5110129598419269,-0.7800000000000011,
300408,2025-11-11,50.811,48.871,50.951,48.871,256146.0,1251811116.6000001,4.091186247320073,-3.8748254361637238,-1.9699999999999989,
300408,2025-11-12,48.351,46.301,48.551,45.651,394990.0,1828843199.0000002,5.933989482515189,-5.258742403470361,-2.5700000000000003,
