model,train_directional_accuracy,train_spearman_ic,train_rmse,train_mae,test_directional_accuracy,test_spearman_ic,test_rmse,test_mae
lstm_transformer,0.5302172722293226,0.010441907462144856,0.033856628346429544,0.02261125171077869,0.6653846153846154,0.24028015869761918,0.028016685717811702,0.022189353120813774
