date,open,high,low,close,volume,amount
2024-01-02 15:00:00,7.737,7.743,7.752,7.75,130463692100,1315368669000.0
2024-01-03 15:00:00,7.759,7.77,7.78,7.766,130466221900,1315250157000.0
2024-01-04 15:00:00,7.767,7.767,7.795,7.779,130175634800,1311769857000.0
2024-01-05 15:00:00,7.783,7.789,7.831,7.823,130180795000,1311746485000.0
2024-01-08 15:00:00,7.833,7.836,7.88,7.878,130365193100,1313530169000.0
2024-01-09 15:00:00,7.878,7.902,7.892,7.879,130070823000,1310162790000.0
2024-01-10 15:00:00,7.887,7.912,7.915,7.896,130000324400,1309435814000.0
2024-01-11 15:00:00,7.897,7.954,7.901,7.94,130315093600,1312943722000.0
2024-01-12 15:00:00,7.942,7.96,7.955,7.955,130345450200,1313345240000.0
2024-01-15 15:00:00,7.966,7.993,7.977,7.971,130037726800,1309793188000.0
2024-01-16 15:00:00,7.976,7.985,8.01,7.977,130049320200,1309842330000.0
2024-01-17 15:00:00,7.989,7.992,8.042,8.042,130151441600,1310899269000.0
2024-01-18 15:00:00,8.047,8.062,8.112,8.06,130344826700,1312619527000.0
2024-01-19 15:00:00,8.087,8.11,8.102,8.101,129868590800,1308268611000.0
2024-01-22 15:00:00,8.103,8.105,8.238,8.218,129900523400,1307937589000.0
2024-01-23 15:00:00,8.234,8.287,8.251,8.273,130285195000,1311398888000.0
2024-01-24 15:00:00,8.281,8.309,8.338,8.305,129731701800,1305980830000.0
2024-01-25 15:00:00,8.315,8.397,8.322,8.396,130287282800,1311884335000.0
2024-01-26 15:00:00,8.399,8.411,8.427,8.423,130101118200,1310046293000.0
2024-01-29 15:00:00,8.424,8.441,8.477,8.477,130031409600,1309090828000.0
2024-01-30 15:00:00,8.492,8.515,8.54,8.532,129781838200,1306533926000.0
2024-01-31 15:00:00,8.544,8.555,8.618,8.615,129546310900,1303647429000.0
2024-02-01 15:00:00,8.623,8.662,8.655,8.629,130064365900,1308701831000.0
2024-02-02 15:00:00,8.633,8.649,8.767,8.715,130083732800,1308674654000.0
2024-02-05 15:00:00,8.732,8.735,8.871,8.813,130841155600,1314756166000.0
2024-02-06 15:00:00,8.852,9.029,8.865,9.01,132647459400,1333684049000.0
2024-02-07 15:00:00,9.014,9.12,9.014,9.099,132169902400,1329601392000.0
2024-02-08 15:00:00,9.11,9.206,9.12,9.179,131395093100,1322424980000.0
2024-02-19 15:00:00,9.194,9.207,9.236,9.21,131932141200,1327801483000.0
2024-02-20 15:00:00,9.211,9.231,9.237,9.219,131001452000,1318462365000.0
2024-02-21 15:00:00,9.23,9.316,9.244,9.252,130951624900,1318173652000.0
2024-02-22 15:00:00,9.252,9.294,9.268,9.291,130446349000,1313207149000.0
2024-02-23 15:00:00,9.3,9.326,9.328,9.326,130395098700,1312823563000.0
2024-02-26 15:00:00,9.329,9.367,9.344,9.334,130134129600,1310285142000.0
2024-02-27 15:00:00,9.341,9.41,9.348,9.41,130492688800,1314243932000.0
2024-02-28 15:00:00,9.411,9.442,9.514,9.514,131220783500,1321381767000.0
2024-02-29 15:00:00,9.529,9.626,9.53,9.626,130716928300,1316499652000.0
2024-03-01 15:00:00,9.629,9.659,9.641,9.655,130464162200,1314048888000.0
2024-03-04 15:00:00,9.657,9.666,9.693,9.657,130332507800,1312678427000.0
2024-03-05 15:00:00,9.666,9.675,9.688,9.668,131698205300,1326086910000.0
2024-03-06 15:00:00,9.685,9.721,9.699,9.699,129928764200,1308810694000.0
2024-03-07 15:00:00,9.7,9.725,9.733,9.732,130041004300,1309482007000.0
2024-03-08 15:00:00,9.735,9.77,9.746,9.758,129816070300,1307624614000.0
2024-03-11 15:00:00,9.759,9.803,9.768,9.803,130173017100,1310974017000.0
