代码,日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
562070,2025-12-25,1.002,1.006,1.009,1.0,1022089.0,,,,,
562070,2025-12-26,1.006,1.008,1.012,1.003,762154.0,,0.8946322067594551,0.19880715705765428,0.0020000000000000018,
562070,2025-12-29,1.008,1.005,1.011,1.002,284771.0,,0.8928571428571326,-0.2976190476190589,-0.0030000000000001137,
562070,2025-12-30,1.001,1.006,1.009,1.0,165108.0,,0.8955223880596913,0.09950248756220019,0.001000000000000112,
562070,2025-12-31,1.007,1.007,1.012,1.002,227208.0,,0.9940357852882713,0.0994035785288161,0.0009999999999998899,
562070,2026-01-05,1.007,1.02,1.022,1.007,612413.0,,1.4895729890764773,1.290963257199615,0.013000000000000123,
562070,2026-01-06,1.019,1.032,1.033,1.015,222860.0,,1.7647058823529425,1.176470588235295,0.01200000000000001,
562070,2026-01-07,1.032,1.026,1.034,1.024,173567.0,,0.9689922480620163,-0.5813953488372098,-0.006000000000000005,
562070,2026-01-08,1.029,1.019,1.029,1.016,75577.0,,1.2670565302144152,-0.6822612085770094,-0.007000000000000117,
562070,2026-01-09,1.019,1.028,1.031,1.019,123266.0,,1.1776251226692849,0.8832188420019744,0.009000000000000119,
562070,2026-01-12,1.027,1.037,1.039,1.025,149763.0,,1.3618677042801568,0.8754863813229472,0.008999999999999897,
562070,2026-01-13,1.038,1.032,1.045,1.029,100740.0,,1.5429122468659608,-0.4821600771456021,-0.004999999999999893,
562070,2026-01-14,1.029,1.026,1.044,1.024,125720.0,,1.9379844961240327,-0.5813953488372098,-0.006000000000000005,
562070,2026-01-15,1.025,1.03,1.034,1.021,67259.0,,1.2670565302144368,0.3898635477582849,0.0040000000000000036,
562070,2026-01-16,1.033,1.029,1.04,1.028,127676.0,,1.1650485436893214,-0.09708737864078756,-0.001000000000000112,
562070,2026-01-19,1.029,1.031,1.036,1.025,72780.0,,1.0689990281827135,0.1943634596695823,0.0020000000000000018,
562070,2026-01-20,1.029,1.028,1.032,1.019,921800.0,,1.2609117361784794,-0.2909796314257897,-0.0029999999999998916,
562070,2026-01-21,1.029,1.028,1.034,1.027,731703.0,,0.6809338521400892,0.0,0.0,
562070,2026-01-22,1.027,1.031,1.036,1.025,1766332.0,,1.0700389105058483,0.29182879377430854,0.0029999999999998916,
