date,open,high,low,close,volume,amount
2024-06-05 15:00:00,1.003,1.006,1.007,1.005,130532948500,1305368805000.0
2024-06-06 15:00:00,1.005,1.01,1.011,1.007,128813691700,1288166808000.0
2024-06-07 15:00:00,1.007,1.01,1.02,1.013,127514018100,1275072211000.0
2024-06-11 15:00:00,1.014,1.014,1.025,1.019,127386906000,1273637314000.0
2024-06-12 15:00:00,1.019,1.02,1.024,1.02,127505252600,1274798039000.0
2024-06-13 15:00:00,1.02,1.024,1.028,1.023,127018048200,1269984976000.0
2024-06-14 15:00:00,1.028,1.04,1.028,1.04,126721907500,1267070066000.0
2024-06-17 15:00:00,1.049,1.056,1.049,1.055,125516000000,1254949001000.0
2024-06-18 15:00:00,1.056,1.059,1.059,1.057,126331287100,1263164569000.0
2024-06-19 15:00:00,1.057,1.058,1.062,1.06,126099359900,1260839979000.0
2024-06-20 15:00:00,1.06,1.061,1.067,1.066,126137325000,1261152875000.0
2024-06-21 15:00:00,1.069,1.076,1.075,1.072,127430721600,1273925097000.0
2024-06-24 15:00:00,1.079,1.087,1.081,1.079,126962732000,1269342290000.0
2024-06-25 15:00:00,3.602,3.616,3.651,3.636,125840192700,1273040176000.0
2024-06-26 15:00:00,3.64,3.676,3.652,3.665,125647636400,1271268936000.0
2024-06-27 15:00:00,3.665,3.666,3.687,3.679,125492050000,1269912741000.0
2024-06-28 15:00:00,3.681,3.715,3.702,3.689,125976871500,1275281937000.0
2024-07-01 15:00:00,3.689,3.709,3.707,3.703,125761805000,1272307542000.0
2024-07-02 15:00:00,3.712,3.729,3.731,3.728,126088396500,1276254562000.0
2024-07-03 15:00:00,3.756,3.779,3.759,3.767,125873967400,1273652687000.0
2024-07-04 15:00:00,3.793,3.836,3.794,3.804,125946789100,1274923284000.0
2024-07-05 15:00:00,3.805,3.807,3.852,3.822,125584330800,1270591264000.0
2024-07-08 15:00:00,3.846,3.87,3.855,3.847,125728252200,1271805108000.0
2024-07-09 15:00:00,3.855,3.911,3.864,3.898,125832296100,1272767373000.0
2024-07-10 15:00:00,3.91,3.936,3.91,3.914,125486844800,1269846182000.0
2024-07-11 15:00:00,3.962,3.971,4.005,3.963,126049075600,1275923910000.0
2024-07-12 15:00:00,3.963,3.976,3.976,3.973,125560861200,1270635128000.0
2024-07-15 15:00:00,3.974,3.982,3.987,3.977,125447729400,1269665165000.0
2024-07-16 15:00:00,3.981,4.015,3.986,4.014,126287226100,1278098465000.0
2024-07-17 15:00:00,4.029,4.056,4.041,4.047,125185091600,1267440329000.0
2024-07-18 15:00:00,4.049,4.071,4.068,4.07,126388870500,1279094452000.0
2024-07-19 15:00:00,4.089,4.13,4.092,4.125,126204159300,1277515127000.0
2024-07-22 15:00:00,4.125,4.13,4.16,4.138,126237614100,1277786151000.0
2024-07-23 15:00:00,4.172,4.198,4.215,4.215,126223501200,1277580053000.0
2024-07-24 15:00:00,4.216,4.229,4.249,4.237,125829022600,1272878181000.0
2024-07-25 15:00:00,4.237,4.237,4.274,4.258,126470681000,1279435418000.0
2024-07-26 15:00:00,4.263,4.286,4.275,4.277,126070487700,1276014663000.0
2024-07-29 15:00:00,4.277,4.277,4.3,4.298,126597275200,1280559182000.0
2024-07-30 15:00:00,4.299,4.299,4.335,4.32,125808160200,1272451087000.0
2024-07-31 15:00:00,4.322,4.403,4.323,4.4,126604499800,1280649525000.0
2024-08-01 15:00:00,4.401,4.41,4.43,4.425,125333108200,1268578389000.0
2024-08-02 15:00:00,4.434,4.438,4.468,4.46,125477037800,1269715211000.0
2024-08-05 15:00:00,4.464,4.493,4.504,4.5,127082812400,1285780669000.0
2024-08-06 15:00:00,4.503,4.534,4.532,4.506,126143422300,1276469562000.0
2024-08-07 15:00:00,4.508,4.528,4.526,4.511,126167847900,1276692185000.0
2024-08-08 15:00:00,4.514,4.538,4.535,4.516,125833022900,1272609205000.0
2024-08-09 15:00:00,4.517,4.538,4.532,4.527,124726423600,1261938234000.0
2024-08-12 15:00:00,4.53,4.537,4.54,4.534,124263726800,1257615116000.0
2024-08-13 15:00:00,4.535,4.546,4.553,4.546,125458096200,1269336264000.0
2024-08-14 15:00:00,4.547,4.547,4.581,4.58,125943515300,1274354222000.0
2024-08-15 15:00:00,4.581,4.633,4.588,4.618,126464179900,1279186824000.0
2024-08-16 15:00:00,4.624,4.643,4.627,4.633,125616003200,1270743896000.0
2024-08-19 15:00:00,4.633,4.667,4.633,4.643,125150379800,1266831283000.0
2024-08-20 15:00:00,4.643,4.643,4.678,4.662,126493325600,1279419364000.0
2024-08-21 15:00:00,4.684,4.706,4.689,4.692,125622300800,1270725439000.0
2024-08-22 15:00:00,4.701,4.72,4.709,4.704,125235005400,1267429395000.0
2024-08-23 15:00:00,4.704,4.729,4.708,4.719,126167777100,1276624857000.0
2024-08-26 15:00:00,4.732,4.756,4.735,4.745,126143959200,1276441172000.0
2024-08-27 15:00:00,4.747,4.747,4.77,4.761,125981101900,1274987479000.0
2024-08-28 15:00:00,4.761,4.761,4.792,4.791,125396549800,1268724965000.0
2024-08-29 15:00:00,4.795,4.813,4.801,4.801,125557860000,1270044128000.0
2024-08-30 15:00:00,4.803,4.876,4.808,4.847,126658555600,1280786345000.0
2024-09-02 15:00:00,4.85,4.862,4.909,4.906,126000637800,1275140682000.0
2024-09-03 15:00:00,4.918,4.923,4.936,4.922,125842222900,1272493838000.0
2024-09-04 15:00:00,4.928,4.934,4.945,4.943,125528938400,1269722251000.0
2024-09-05 15:00:00,4.954,4.96,4.968,4.96,125698138400,1271124695000.0
2024-09-06 15:00:00,4.97,4.979,5.009,4.995,126275849200,1277323909000.0
2024-09-09 15:00:00,5.011,5.012,5.056,5.044,125886927900,1272924295000.0
2024-09-10 15:00:00,5.045,5.059,5.072,5.05,126163958200,1276207887000.0
2024-09-11 15:00:00,5.07,5.092,5.074,5.08,125207950200,1266869612000.0
2024-09-12 15:00:00,5.084,5.098,5.102,5.1,125333241400,1267896655000.0
2024-09-13 15:00:00,5.106,5.115,5.126,5.122,126245087800,1276830320000.0
2024-09-18 15:00:00,5.122,5.141,5.139,5.13,125846248100,1272099161000.0
2024-09-19 15:00:00,5.134,5.177,5.161,5.157,126121438200,1275893562000.0
2024-09-20 15:00:00,5.157,5.166,5.185,5.164,126455121200,1278569093000.0
2024-09-23 15:00:00,5.168,5.199,5.174,5.181,125919823700,1273551541000.0
2024-09-24 15:00:00,5.191,5.328,5.195,5.327,127051698800,1285327805000.0
2024-09-25 15:00:00,5.382,5.441,5.4,5.392,128277129900,1297533228000.0
2024-09-26 15:00:00,5.393,5.567,5.402,5.567,128081839500,1295945818000.0
2024-09-27 15:00:00,5.625,5.932,5.658,5.831,128691727400,1303073448000.0
2024-09-30 15:00:00,5.992,6.219,6.177,6.193,129299495900,1309891045000.0
2024-10-08 15:00:00,6.62,6.62,6.988,6.787,129537549300,1313744370000.0
2024-10-09 15:00:00,6.787,6.787,7.24,7.24,129244937200,1309608289000.0
2024-10-10 15:00:00,7.242,7.344,7.368,7.245,128460349400,1301592343000.0
2024-10-11 15:00:00,7.254,7.254,7.407,7.349,128180889900,1298530675000.0
2024-10-14 15:00:00,7.35,7.426,7.383,7.404,128083794200,1297631372000.0
2024-10-15 15:00:00,7.412,7.425,7.51,7.502,127785624100,1294586863000.0
2024-10-16 15:00:00,7.562,7.638,7.582,7.585,127801742700,1294511725000.0
2024-10-17 15:00:00,7.594,7.64,7.645,7.641,127685325900,1293363564000.0
2024-10-18 15:00:00,7.654,7.895,7.66,7.81,128782192400,1304501626000.0
