model,train_directional_accuracy,train_spearman_ic,train_rmse,train_mae,test_directional_accuracy,test_spearman_ic,test_rmse,test_mae
cnn_ngram,0.5371553770312215,0.06374103855109489,0.03382385468068002,0.022500829302971,0.6807692307692308,0.3678225472296732,0.0280480255019151,0.022122516926966946
tcn,0.5296695271133832,0.04410824473112507,0.03520632603470619,0.023692409014224917,0.6794871794871795,0.25217410939708107,0.028358265862192138,0.02220454171853027
wavenet,0.539985393463575,0.0041992884524304705,0.03494447959665781,0.023503206584216722,0.6756410256410257,0.2842996767243142,0.02835299398393106,0.022380169915378518
