Date,Actual_Return,Target_Position,Executed_Position,B&H_Cum,Global_Macro_Strategy_Cum
2026-01-05,0.0191458112915305,0.3771245719853845,1.0,0.02172530080499202,0.009259808453025764
2026-01-06,0.0154830842469451,0.44769999653563886,0.3771245719853845,0.037544759714591036,0.015152928471287908
2026-01-07,-0.0036592633376683,0.13864152780782404,0.44769999653563886,0.03374811021417745,0.013489851969535005
2026-01-08,-0.0077535722581526,0.13864152780782404,0.13864152780782404,0.02573286954490306,0.012400383718593533
2026-01-09,0.0045240137911499,1.0,0.13864152780782404,0.030373299192760106,0.013035377623776379
2026-01-12,0.0057318498931122,0.44769999653563886,1.0,0.03627924427760387,0.01884194434472808
2026-01-13,-0.0034602965080778,0.13864152780782404,0.44769999653563886,0.032693410827236535,0.017263580145918223
2026-01-14,-0.0061273562008292,0.40080797055117257,0.13864152780782404,0.026365730452848846,0.01639940860546374
2026-01-15,0.0018495094868797,1.0,0.40080797055117257,0.028264003608329702,0.017152863600576218
2026-01-16,-0.0032820472267579,0.3282522019506496,1.0,0.024889192586912134,0.01381451986540716
2026-01-19,0.0004222666840647,0.4402448994087683,0.3282522019506496,0.025321969147799717,0.013955044664430094
2026-01-20,-0.0029548204332676,0.6957763703687138,0.4402448994087683,0.022292326842683563,0.012636046695180037
2026-01-21,0.001270118965017,0.13802644998797134,0.6957763703687138,0.02359075971479796,0.013530932170155996
2026-01-22,-0.0006342034989764,0.7328493728695297,0.13802644998797134,0.02294159487346703,0.013442210857340653
2026-01-23,-0.0048657159245043,0.4402448994087683,0.7328493728695297,0.017964251665453235,0.00982844126249982
2026-01-26,0.0017006583779042,0.13802644998797134,0.4402448994087683,0.01969546109845499,0.010584506053687548
2026-01-27,-0.0004244174632505,0.7328493728695297,0.13802644998797134,0.01926268453756763,0.010525305168711308
2026-01-28,0.0031846850029957,0.4402448994087683,0.7328493728695297,0.022508715123127576,0.012883764526811392
2026-01-29,0.0091005761101248,1.0,0.4402448994087683,0.03181413350837148,0.016941865314403115
2026-01-30,-0.0119547312735661,0.31936797408327006,1.0,0.019479072818011423,0.0047845985937304825
2026-02-02,-0.0235618895869432,0.9821421485166151,0.31936797408327006,-0.0045417805319257765,-0.0027763180371100926
2026-02-03,0.0139130719622959,1.0,0.9821421485166151,0.009308101310992578,0.010850359037005708
2026-02-04,0.0092194991635412,0.826965151031245,1.0,0.018613416506784608,0.020169893076612766
2026-02-05,-0.0059485615563673,0.9221712639118453,0.826965151031245,0.012554131896552523,0.015151419161570479
2026-02-06,-0.0064115694821766,1.0,0.9221712639118453,0.006062070725432855,0.009149270275882415
2026-02-09,0.0167778158417832,1.0,1.0,0.022941594873467253,0.026080590889441257
2026-02-10,0.0012692119366042,0.3433045104227495,1.0,0.024239924556129555,0.02738290462331605
2026-02-11,-0.0021127725467517,0.0,0.3433045104227495,0.022075938562240438,0.02663771879116439
2026-02-12,0.0008469588986164,0.21188260285744281,0.0,0.022941594873467475,0.02663771879116439
2026-02-13,-0.0118468859518959,0.16688311606726794,0.21188260285744281,0.010822922463550988,0.02406070511590319
2026-02-24,0.0096339276936834,1.0,0.16688311606726794,0.020561117409682694,0.025707128344390817
2026-02-25,0.007209482466882,1.0,1.0,0.0279188348920294,0.03310194590234561
2026-02-26,-0.0031578666285464,0.05271708687748901,1.0,0.024672804306469454,0.029839547743494288
2026-02-27,-0.0021119806969073,0.05271708687748901,0.05271708687748901,0.022508715123128242,0.029724888013863637
2026-03-02,0.0029629501052725,0.0,0.05271708687748901,0.025538357428244396,0.029885729082951284
2026-03-03,-0.0128718869621206,0.0,0.0,0.012337743616109176,0.029885729082951284
2026-03-04,-0.0145360923836832,0.9821421485166151,0.0,-0.00237769134858401,0.029885729082951284
2026-03-05,0.0095443971066642,1.0,0.9821421485166151,0.007144012127652255,0.03953983123360749
2026-03-06,0.0027932986651324,0.06836803082969635,1.0,0.009957266152324618,0.042443576456544285
2026-03-09,-0.0081421965856537,1.0,0.06836803082969635,0.0017339955482029712,0.04186328361566449
2026-03-10,0.0116655646224543,1.0,1.0,0.013419788207780003,0.054017207078445484
2026-03-11,0.0059790470649365,0.0,1.0,0.01947907281801231,0.06031922556682057
2026-03-12,-0.0036086178068668,0.4763570408467245,0.0,0.015800162482113134,0.06031922556682057
2026-03-13,-0.0036215855069939,0.4763570408467245,0.4763570408467245,0.012121355335665829,0.058489997028563945
2026-03-16,0.0006413903213373,1.0,0.4763570408467245,0.01277052017699698,0.05881339831938481
2026-03-17,-0.0072649404142023,1.0,1.0,0.005412802694650498,0.05112118207083549
2026-03-18,0.0034438810070605,1.0,1.0,0.008875324750106106,0.05474111834588813
2026-03-19,-0.0135135563612398,1.0,1.0,-0.004758168812368568,0.040487814796603905
2026-03-20,-0.0050010357910924,0.9821421485166151,1.0,-0.009735408830930159,0.035284297994610636
2026-03-23,-0.0319056771129011,1.0,0.9821421485166151,-0.041330471133109614,0.002842722129185571
2026-03-24,0.0110610079261532,1.0,1.0,-0.030726619875751315,0.01393517342734163
2026-03-25,0.0145121803732595,0.7449084746367186,1.0,-0.01666034975238928,0.028649583550911295
2026-03-26,-0.0123239944681015,0.7086043901948093,0.7449084746367186,-0.028779022162305656,0.019206325350425324
2026-03-27,0.0044563238191852,1.0,0.7086043901948093,-0.024450946985075106,0.022424745142785696
2026-03-30,-0.0017746000856149,0.8573580081447942,1.0,-0.026182156418076974,0.020610350102520547
2026-03-31,-0.0082222620646158,0.09610494460093102,0.8573580081447942,-0.03418914193120659,0.013415636816255239
2026-04-01,0.0159086045338101,1.0,0.09610494460093102,-0.01882443893573027,0.014965043481183216
2026-04-02,-0.0099250280302218,0.5261243095577307,1.0,-0.028562633881861754,0.0048914869749372425
2026-04-03,-0.0077968029921028,1.0,0.5261243095577307,-0.03613673964465214,0.0007693340759382661
2026-04-07,-0.0017961151796195,1.0,1.0,-0.037867949077653895,-0.0010281629162932626
2026-04-08,0.0350877494037391,0.44769999653563886,1.0,-0.00410890078158499,0.03402351056469288
2026-04-09,-0.0065189500796491,0.5096735521652419,0.44769999653563886,-0.01060106514215664,0.031005677866682735
2026-04-10,0.0153106236335387,1.0,0.5096735521652419,0.004547249572876,0.03905104812455984
2026-04-13,0.0021541903527282,0.5096735521652419,1.0,0.006711235566765561,0.041289361868422025
2026-04-14,0.0128976662551911,0.5096735521652419,0.5096735521652419,0.019695461098456768,0.048134380966716295
2026-04-15,-0.0038200607582844,0.5096735521652419,0.5096735521652419,0.0158001624821138,0.046093680164035034
2026-04-16,0.0110779821802673,1.0,0.5096735521652419,0.02705317858080325,0.052000086733674955
2026-04-17,-0.0014749198816085,0.9937963035289279,1.0,0.025538357428245284,0.05044847089029747
2026-04-20,0.0054863945444756,0.5619686191088292,0.9937963035289279,0.03116486547759001,0.056175892663322236
2026-04-21,0.0023085323632341,0.5383548697472252,0.5619686191088292,0.03354534294137501,0.05754609367089247
2026-04-22,0.0073282762236972,0.7941815871811944,0.5383548697472252,0.041119448704165285,0.061718338470664325
2026-04-23,-0.0020785184606653,0.6909466451332037,0.7941815871811944,0.038955462710275945,0.05996573761762969
2026-04-24,-0.0039575198787258,1.0,0.6909466451332037,0.034843775813489186,0.057067330117641424
2026-04-27,0.0,0.3771245719853845,1.0,0.034843775813489186,0.057067330117641424
2026-04-28,-0.0025094278043922,0.6198060381058147,0.3771245719853845,0.032246910069260615,0.05606695659944849
2026-04-29,0.0106918487336573,0.18057183338144991,0.6198060381058147,0.043283537887506274,0.0630653775705281
2026-04-30,0.0006222324207718,0.06038000559117186,0.18057183338144991,0.043932702728837425,0.06318482109709378
2026-05-06,0.0132670255531939,1.0,0.06038000559117186,0.05778258457175567,0.06403649920138665
2026-05-07,0.0049100179604111,0.3184773079064996,1.0,0.06297631606021303,0.06926093752299844
2026-05-08,-0.0052931640755636,0.2973422462768716,0.3184773079064996,0.05734980801086831,0.06745842806927449
2026-05-11,0.0163732953633297,1.0,0.2973422462768716,0.07466210871979029,0.0726553199882678
2026-05-12,-0.0006041601592862,0.1011089553159267,1.0,0.07401284068900726,0.0720072643792844
2026-05-13,0.010880592304215,1.0,0.1011089553159267,0.08569873653803617,0.0731866067152287
2026-05-14,-0.0151485370974921,0.5715898874850579,1.0,0.06925198895088935,0.05692939959087151
2026-05-15,-0.0127504963314131,0.9821421485166151,0.5715898874850579,0.0556184953884149,0.049226440245551784
2026-05-18,-0.0053299604776463,1.0,0.9821421485166151,0.04999209052852227,0.04373397188300654
2026-05-19,0.0035036522461759,1.0,1.0,0.053670897674969575,0.0473908527580047
2026-05-20,0.0004107321952637,0.683399167315515,1.0,0.05410367423585716,0.04782104990225711
2026-05-21,-0.0129336332907726,1.0,0.683399167315515,0.04047028386283458,0.03855953334860551
2026-05-22,0.0112312603644888,0.9821421485166151,1.0,0.05215607652241161,0.05022386587166583
2026-05-25,0.0154257115264644,0.683399167315515,0.9821421485166151,0.06838633263966298,0.06613501102772568
2026-05-26,0.0070893914690284,0.5715898874850579,0.683399167315515,0.07596054159190513,0.07130031172619478
2026-05-27,-0.0080450444229618,0.3983925387995103,0.5715898874850579,0.06730439123744425,0.06637397362779462
2026-05-28,0.0,1.0,0.3983925387995103,0.06730439123744425,0.06637397362779462
2026-05-29,-0.0018248785621871,1.0,1.0,0.06535669033454683,0.06442797062404715
2026-06-01,-0.0111720150143171,1.0,1.0,0.05345450939452623,0.05253616535457617
2026-06-02,0.0139687426779833,1.0,1.0,0.06816994435921941,0.06723877220768548
2026-06-03,0.0058752599371185,0.683399167315515,1.0,0.07444572043934738,0.07350907740937696
