Date,Price,Daily_Return,F_Tech,F_Sent,Composite_Score,Signal,Signal_Delayed,B&H_Cum,Strategy_Cum
2025-10-29,4.738924026489258,0.012494804189249864,1.3515231161281187,1.9500222546774293,0.030904967805899464,1,0.0,0.17035749669291844,0.08307059336690759
2025-10-30,4.700911045074463,-0.00802143718749504,0.492489936768636,1.7140284409777402,-0.39011741432991454,0,1.0,0.16096954754628223,0.07438281063259189
2025-10-31,4.6356072425842285,-0.0138917332968167,-0.6369004270134715,1.535217577521329,-0.9962272872166146,0,0.0,0.14484166822604339,0.07438281063259189
2025-11-03,4.642430305480957,0.001471881145160392,-0.5239219990129145,1.2429704949979683,-0.8115413974069361,0,0.0,0.14652673909169933,0.07438281063259189
2025-11-04,4.609291076660156,-0.007138336310978266,-1.0565466651586106,1.148111190889044,-1.093172475450784,0,0.0,0.1383424456385336,0.07438281063259189
2025-11-05,4.615139007568359,0.0012687267544926328,-0.8755755945674467,1.0451164901182957,-0.9433919527877863,0,0.0,0.1397866911550898,0.07438281063259189
2025-11-06,4.683366775512695,0.014783469757346346,0.23749617027996806,0.9551105096741337,-0.23954650170167266,0,0.0,0.15663669323360696,0.07438281063259189
2025-11-07,4.673620223999023,-0.002081099341745385,0.24174283035093838,0.8650869869726991,-0.20098909657851666,0,0.0,0.15422961737268004,0.07438281063259189
2025-11-10,4.685316562652588,0.002502629245205723,0.40825413592467596,0.8301328120653172,-0.08710064327132136,0,0.0,0.15711822616879956,0.07438281063259189
2025-11-11,4.642430305480957,-0.009153331818277599,-0.4983969846371498,0.7480841630194067,-0.5982718559900526,0,0.0,0.14652673909169978,0.07438281063259189
2025-11-12,4.644379138946533,0.0004197873392466356,-0.6065058541001843,0.6702632146366054,-0.6320087983147528,0,0.0,0.14700803650087813,0.07438281063259189
2025-11-13,4.690189361572266,0.00986358375473273,0.2123135843737796,0.5950688643265356,-0.11063939510634649,0,0.0,0.158321646336256,0.07438281063259189
2025-11-14,4.620987415313721,-0.01475461669533673,-1.1077180650325864,0.5208942592596548,-0.8729885427234138,0,0.0,0.1412310544346531,0.07438281063259189
2025-11-17,4.590771675109863,-0.006538805992789332,-1.7530535617421392,0.5047386128057382,-1.2537275821675786,0,0.0,0.13376876597675857,0.07438281063259189
2025-11-18,4.564455509185791,-0.0057324057449322785,-2.07058978195765,0.42775915817981064,-1.4134575324465144,0,0.0,0.12726954338924856,0.07438281063259189
2025-11-19,4.578100681304932,0.002989441367470924,-1.5989325013193787,0.3454201116156944,-1.097527545437905,0,0.0,0.13063944959454643,0.07438281063259189
2025-11-20,4.557632446289063,-0.0044709010222191425,-1.6878163180806878,0.25018370598639367,-1.1127632732429702,0,0.0,0.12558447252359284,0.07438281063259189
2025-11-21,4.44846773147583,-0.02395206636334135,-2.488889837269917,0.16475089420969746,-1.559234260045829,0,0.0,0.09862439854016114,0.07438281063259189
2025-11-24,4.44164514541626,-0.001533693503337319,-2.067022019576134,-3.0664095992595377,-0.013649372041865337,0,0.0,0.09693944543751232,0.07438281063259189
2025-11-25,4.480632305145264,0.00877763946749277,-1.353988549114629,-2.447472116385059,0.16659571708524612,1,0.0,0.10656798440723425,0.07438281063259189
2025-11-26,4.5088982582092285,0.006308474148058574,-0.8341419739353426,-2.0740185136669025,0.32912222110555545,1,1.0,0.11354873992993664,0.08116052681858621
2025-11-27,4.50499963760376,-0.0008646503829112806,-0.6863858907128734,-1.8173955457486324,0.31512668387172893,1,1.0,0.11258590958556591,0.08022570095508397
2025-11-28,4.517670631408691,0.002812651459317639,-0.3919118035248093,-1.6289408448016625,0.4164292558057795,1,1.0,0.11571522596777806,0.08326399934926765
2025-12-01,4.568353652954102,0.011218839459663288,0.354210032633906,-3.5884164576131385,1.6478926026255991,1,1.0,0.1282322559706126,0.09541696425039992
2025-12-02,4.547885417938232,-0.0044804401258718984,0.13861046581729555,-2.655754187237742,1.1454679543854742,1,1.0,0.1231772788996588,0.09050901412921175
