date,Benchmark,strategy_return_raw,Strategy,gross_strategy_return,fee,turnover,selected_count,selected_codes,avg_selected_prob,strategy_config,strategy_cumulative,benchmark_cumulative,excess_cumulative
2025-03-13,-0.00525466576842866,-0.009001990033464014,-0.003735451081256664,-0.008905785196858803,9.620483660521126e-05,0.09620483660521126,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.05153839500374946,0.00994152027372186,-0.06147991527747132
2025-03-14,0.024260103965812824,0.052989490744781494,-0.009001990033464014,0.05346006328246629,0.0004705725376847979,0.4705725376847979,1,159919,0.5426674050447327,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.06007643691904896,0.034442806554953354,-0.09451924347400231
2025-03-17,-0.0022510578565302086,-0.005848442392199716,0.052989490744781494,-0.005445087679916643,0.0004033547122830726,0.4033547122830726,1,510050,0.7165877993070132,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.010270365972368967,0.03211421594812669,-0.042384581920495656
2025-03-18,0.0030215119239190846,0.005611401614803994,-0.005848442392199716,0.005730642948170044,0.00011924133336604995,0.11924133336604995,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.01605874272083252,0.03523276135846043,-0.05129150407929295
2025-03-19,0.0005014670635118124,0.0022425792684957905,0.005611401614803994,0.002355858535193538,0.00011327926669774746,0.11327926669774746,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.010537453160864074,0.03575189649134991,-0.046289349652213985
2025-03-20,-0.008859952990720066,-0.01915635566776874,0.0022425792684957905,-0.01904874036440588,0.0001076153033628601,0.1076153033628601,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.008318504966369655,0.02657518337838738,-0.034893688344757035
2025-03-21,-0.016112599673059586,-0.031185679986628512,-0.01915635566776874,-0.031083445448433795,0.00010223453819471707,0.10223453819471708,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.027315508394378574,0.0100343884143137,-0.03734989680869227
2025-03-24,0.004142683177166456,0.008593073448114781,-0.031185679986628512,0.008690196259399763,9.712281128498125e-05,0.09712281128498125,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.05764933567754793,0.014218640883557399,-0.07186797656110533
2025-03-25,0.00027619942910028783,0.00045907188925194803,0.008593073448114781,0.0005513385599726802,9.226667072073216e-05,0.09226667072073215,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.04955164720514538,0.014498767493152265,-0.06405041469829764
2025-03-26,-0.004349396942277595,-0.0078024117873368585,0.00045907188925194803,-0.007714758450152163,8.765333718469555e-05,0.08765333718469555,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.04911532308419153,0.010086309655873205,-0.059201632740064736
2025-03-27,0.003270562222122936,0.005516390136487598,-0.0078024117873368585,0.005599660806813058,8.32706703254607e-05,0.0832706703254607,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.0565345168957575,0.013389859781317348,-0.06992437667707485
2025-03-28,-0.00449402627983847,-0.006422906903329526,0.005516390136487598,-0.006343799766520338,7.910713680918777e-05,0.07910713680918777,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.05132999321064469,0.00883565911973827,-0.06016565233038296
2025-03-31,-0.0065822312399329425,-0.008971916684889576,-0.006422906903329526,-0.008896764904920848,7.515177996872832e-05,0.07515177996872831,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.05742321234623371,0.0021952695283220525,-0.05961848187455576
2025-04-01,-0.0003823069062910134,-0.0007905795942655596,-0.008971916684889576,-0.0007191854032952677,7.139419097029191e-05,0.07139419097029191,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.06587993275417414,0.0018121233553292093,-0.06769205610950335
2025-04-02,-0.0008030696017946731,-0.0014317393210404109,-0.0007905795942655596,-0.0013639148396186334,6.782448142177733e-05,0.06782448142177733,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.06661842901793269,0.0010075984923532122,-0.0676260275102859
