,510050,510300,512050,159919
510050,1.0,0.919288485115484,0.8707736366410783,0.9132182084682432
510300,0.919288485115484,1.0,0.9756131795374288,0.9956378837886131
512050,0.8707736366410783,0.9756131795374288,1.0,0.9724027238852764
159919,0.9132182084682432,0.9956378837886131,0.9724027238852764,1.0
