Date,Benchmark,Strategy,Bench_Cum,Strat_Cum
2026-01-05,0.019554789094467062,0.019417017891532495,0.01955478909446695,0.019417017891532495
2026-01-06,0.017239223248949748,0.01777219876266234,0.03713112171820243,0.037534299755541234
2026-01-07,-0.002418000842792506,-0.0037311105799082145,0.03462333779180149,0.03366314455270558
2026-01-08,-0.006047547779507043,-0.007192083259833282,0.028366403722712485,0.026228953154461276
2026-01-09,0.006662053374446947,0.004486957728974339,0.03521743559280144,0.03083359908751504
2026-01-12,0.008321743635972795,0.008603448601360086,0.043832249699294,0.03970232297381937
2026-01-13,-0.005527389568459731,-0.0041728235171986094,0.03806258221108427,0.03536382866962828
2026-01-14,-0.002739763370895154,-0.0038154821041979647,0.035218536371645515,0.03141341651000529
2026-01-15,8.078934461488996e-06,-0.0008853150659398623,0.03522689983435412,0.030500290673156627
2026-01-16,-0.0036656874589807292,-0.002711525347970478,0.03143208157043187,0.027706063013905435
2026-01-19,0.0013303228948977064,-0.00032518797411967837,0.032804219283077085,0.027371865361283332
2026-01-20,-0.0035402834257588778,-0.004012289805035818,0.02914779962349545,0.0232497516999135
2026-01-21,0.0029295658720391304,0.0008063022397708508,0.03216275589455675,0.024074800266554064
2026-01-22,-0.00014563437962960494,-0.0003740873339146966,0.032012437511925285,0.02369170685479327
2026-01-23,-0.0007507722353682108,0.002400976517082265,0.031237631227286622,0.026149566603683505
2026-01-26,0.0011708375384286028,-0.001557170626173332,0.032445042956967596,0.024551676640507836
2026-01-27,0.000283120398183925,1.4267034331050255e-05,0.03273734920863247,0.024566293954452423
2026-01-28,0.004081375306289529,0.005031299016390545,0.03695233792357566,0.02972119334145229
2026-01-29,0.007344583240092042,0.006341553586441395,0.04456832068546346,0.03625122546812154
2026-01-30,-0.013605229618566953,-0.012193338422607058,0.030356728830256863,0.023615863585147334
2026-02-02,-0.025603490379320415,-0.02277445808040468,0.003976000236383337,0.000303567009490191
2026-02-03,0.017111666813660657,0.012642114665358806,0.021155703041340068,0.012949519403791632
2026-02-04,0.007962242776901052,0.00834689987274606,0.029286392661972194,0.02140450761840129
2026-02-05,-0.008922782913488518,-0.005422777792527311,0.020102293624441714,0.01586565793730088
2026-02-06,-0.00523646836354277,-0.006274636807032163,0.014760560236299902,0.00949146988900762
2026-02-09,0.01733857759844369,0.015724407693205156,0.03235506495379714,0.025365125324355198
2026-02-10,0.0012496391841803438,0.0017280195141022858,0.03364513629495036,0.02713697626999556
2026-02-11,-0.001338301458042997,-0.001115408221809444,0.03226180750194785,0.025991299241739485
2026-02-12,0.002228980937765221,-0.0005049519540716862,0.03456269939365275,0.025473222930326944
