index_component_type,secucode,stock_code,stock_name,close_price,change_rate,trade_date,industry,region,weight,eps,roe,free_cap,pe,source,family_id,display_name,index_code,rank_in_family,rank_basis
1,000333.SZ,000333,美的集团,82.61,0.01210653753,2026-06-03 00:00:00,白色家电,佛山市,1.52,1.69,5.56,5668.42,12.4,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,10,weight
1,002475.SZ,002475,立讯精密,74.8,1.081081081081,2026-06-03 00:00:00,消费电子,深圳市,1.41,0.5,4.2,5437.42,37.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,11,weight
1,600900.SH,600900,长江电力,27.89,-0.250357653791,2026-06-03 00:00:00,电力,北京市,1.27,0.2763,3.01,6824.19,25.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,12,weight
1,601138.SH,601138,工业富联,81.05,1.29983752031,2026-06-03 00:00:00,消费电子,深圳市,1.18,0.53,6.18,16083.64,37.95,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,13,weight
1,603986.SH,603986,兆易创新,492.23,3.695043080747,2026-06-03 00:00:00,半导体,北京市,1.18,2.19,6.12,3287.33,59.04,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,14,weight
1,601166.SH,601166,兴业银行,18.49,-0.644814615798,2026-06-03 00:00:00,银行Ⅱ,福州市,1.17,1.13,2.89,3913.01,4.1,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,15,weight
1,002384.SZ,002384,东山精密,223.99,6.191627554165,2026-06-03 00:00:00,元件,苏州市,1.01,0.61,5.05,3105.22,92.41,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,16,weight
1,688008.SH,688008,澜起科技,253.9,7.130801687764,2026-06-03 00:00:00,半导体,上海市,1.01,0.73,5.39,2910.78,91.55,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,17,weight
3,002008.SZ,002008,大族激光,130.6,2.834645669291,2026-06-03 00:00:00,自动化设备,深圳市,1.0,0.34,1.87,1249.49,94.94,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,18,weight
1,688981.SH,688981,中芯国际,134.0,1.147342995169,2026-06-03 00:00:00,半导体,境外,0.99,0.17,0.9,2679.41,197.22,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,19,weight
3,002281.SZ,002281,光迅科技,224.0,4.132769280833,2026-06-03 00:00:00,通信设备,武汉市,0.99,0.3,2.35,1747.11,188.28,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,20,weight
1,688041.SH,688041,海光信息,285.94,0.864228015098,2026-06-03 00:00:00,半导体,天津市,0.98,0.3,2.99,6646.21,241.82,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,21,weight
1,002594.SZ,002594,比亚迪,94.82,-2.004960727573,2026-06-03 00:00:00,乘用车,深圳市,0.98,0.448,1.65,3306.01,52.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,22,weight
1,002371.SZ,002371,北方华创,614.84,1.997345719973,2026-06-03 00:00:00,半导体,北京市,0.97,2.2556,4.25,4453.0,68.15,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,23,weight
3,688525.SH,688525,佰维存储,314.0,3.493737640079,2026-06-03 00:00:00,半导体,深圳市,0.94,6.21,41.98,1480.72,12.77,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,24,weight
1,600030.SH,600030,中信证券,25.6,0.078186082877,2026-06-03 00:00:00,证券Ⅱ,深圳市,0.93,0.67,3.46,3117.2,9.28,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,25,weight
1,300274.SZ,300274,阳光电源,170.8,-1.100173711639,2026-06-03 00:00:00,光伏设备,合肥市,0.93,1.12,4.81,2711.5,38.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,26,weight
1,603259.SH,603259,药明康德,98.85,-0.902255639098,2026-06-03 00:00:00,医疗服务,无锡市,0.92,1.59,5.68,2444.84,15.85,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,27,weight
1,601398.SH,601398,工商银行,7.28,-0.817438692098,2026-06-03 00:00:00,银行Ⅱ,北京市,0.89,0.24,2.21,19627.77,7.46,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,28,weight
1,300059.SZ,300059,东方财富,18.91,0.0,2026-06-03 00:00:00,证券Ⅱ,上海市,0.89,0.2365,3.99,2525.11,20.01,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,29,weight
3,300604.SZ,300604,长川科技,214.25,3.193333975532,2026-06-03 00:00:00,半导体,杭州市,0.88,0.5571,7.17,1048.69,96.39,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_800,中证800,000906,30,weight
8,300750.SZ,300750,宁德时代,426.42,-1.721634515661,2026-06-03 00:00:00,电池,宁德市,,4.58,5.98,18152.75,23.78,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,1,free_cap
8,300308.SZ,300308,中际旭创,1275.0,6.980139451758,2026-06-03 00:00:00,通信设备,烟台市,,5.18,17.54,14147.6,61.97,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,2,free_cap
8,300502.SZ,300502,新易盛,782.25,4.718875502008,2026-06-03 00:00:00,通信设备,成都市,,2.8,14.52,6940.75,70.05,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,3,free_cap
8,000333.SZ,000333,美的集团,82.61,0.01210653753,2026-06-03 00:00:00,白色家电,佛山市,,1.69,5.56,5668.42,12.4,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,4,free_cap
8,002475.SZ,002475,立讯精密,74.8,1.081081081081,2026-06-03 00:00:00,消费电子,深圳市,,0.5,4.2,5437.42,37.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,5,free_cap
8,002371.SZ,002371,北方华创,614.84,1.997345719973,2026-06-03 00:00:00,半导体,北京市,,2.2556,4.25,4453.0,68.15,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,6,free_cap
8,002594.SZ,002594,比亚迪,94.82,-2.004960727573,2026-06-03 00:00:00,乘用车,深圳市,,0.448,1.65,3306.01,52.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,7,free_cap
8,000858.SZ,000858,五粮液,82.35,-0.435255712731,2026-06-03 00:00:00,白酒Ⅱ,宜宾市,,2.0772,6.5,3196.43,9.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,8,free_cap
8,300476.SZ,300476,胜宏科技,353.44,1.248997364501,2026-06-03 00:00:00,元件,惠州市,,1.48,7.62,3057.95,67.4,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,9,free_cap
8,002415.SZ,002415,海康威视,30.77,0.065040650407,2026-06-03 00:00:00,计算机设备,杭州市,,0.303,3.28,2783.58,25.35,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,10,free_cap
8,300274.SZ,300274,阳光电源,170.8,-1.100173711639,2026-06-03 00:00:00,光伏设备,合肥市,,1.12,4.81,2711.5,38.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,11,free_cap
8,300059.SZ,300059,东方财富,18.91,0.0,2026-06-03 00:00:00,证券Ⅱ,上海市,,0.2365,3.99,2525.11,20.01,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,12,free_cap
8,300408.SZ,300408,三环集团,134.89,0.319797709356,2026-06-03 00:00:00,元件,潮州市,,0.41,3.59,2522.18,81.72,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,13,free_cap
8,002463.SZ,002463,沪电股份,129.8,-0.916030534351,2026-06-03 00:00:00,元件,苏州市,,0.6455,7.81,2495.81,50.27,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,14,free_cap
8,000651.SZ,000651,格力电器,39.5,-0.050607287449,2026-06-03 00:00:00,白色家电,珠海市,,1.09,4.07,2181.19,9.09,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,15,free_cap
8,000725.SZ,000725,京东方A,5.59,2.193784277879,2026-06-03 00:00:00,光学光电子,北京市,,0.05,1.26,2031.5,30.32,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,16,free_cap
8,300124.SZ,300124,汇川技术,75.86,-0.797698443834,2026-06-03 00:00:00,自动化设备,深圳市,,0.37,2.83,1828.46,50.67,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,17,free_cap
8,300760.SZ,300760,迈瑞医疗,144.59,-1.632764133615,2026-06-03 00:00:00,医疗器械,深圳市,,1.9225,5.96,1751.56,18.81,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,18,free_cap
8,002352.SZ,002352,顺丰控股,34.57,-0.945558739255,2026-06-03 00:00:00,物流,深圳市,,0.51,2.52,1648.99,17.24,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,19,free_cap
8,000792.SZ,000792,盐湖股份,30.24,-0.362438220758,2026-06-03 00:00:00,农化制品,海西蒙古族藏族自治州,,0.572,6.54,1600.16,13.22,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,20,free_cap
8,000063.SZ,000063,中兴通讯,36.44,0.385674931129,2026-06-03 00:00:00,通信设备,深圳市,,0.27,1.72,1467.67,33.25,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,21,free_cap
8,002714.SZ,002714,牧原股份,36.2,-1.523394994559,2026-06-03 00:00:00,养殖业,南阳市,,-0.22,-1.57,1375.67,-43.01,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,22,free_cap
8,000568.SZ,000568,泸州老窖,87.55,-1.073446327684,2026-06-03 00:00:00,白酒Ⅱ,泸州市,,2.52,7.32,1287.91,8.69,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,23,free_cap
8,002230.SZ,002230,科大讯飞,47.51,-1.554082055533,2026-06-03 00:00:00,软件开发,合肥市,,-0.07,-0.91,1040.13,-168.1,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,24,free_cap
8,300033.SZ,300033,同花顺,223.69,-1.122751182425,2026-06-03 00:00:00,软件开发,杭州市,,0.34,2.67,980.68,164.45,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,25,free_cap
8,000977.SZ,000977,浪潮信息,64.22,-1.2,2026-06-03 00:00:00,计算机设备,济南市,,0.4119,2.75,942.0,38.98,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,26,free_cap
8,002001.SZ,002001,新和成,30.07,-0.595041322314,2026-06-03 00:00:00,化学制品,绍兴市,,0.59,5.37,913.18,12.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,27,free_cap
8,000100.SZ,000100,TCL科技,4.74,6.997742663657,2026-06-03 00:00:00,光学光电子,惠州市,,0.0692,2.47,906.86,15.84,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,28,free_cap
8,000538.SZ,000538,云南白药,49.15,-0.626769106349,2026-06-03 00:00:00,中药Ⅱ,昆明市,,1.14,4.96,871.4,10.76,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,29,free_cap
8,000425.SZ,000425,徐工机械,9.37,-3.102378490176,2026-06-03 00:00:00,工程机械,徐州市,,0.175,3.34,843.35,13.34,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A50,中证A50,930050,30,free_cap
6,601288.SH,601288,农业银行,6.36,-1.395348837209,2026-06-03 00:00:00,银行Ⅱ,北京市,,0.2,2.65,20303.93,7.4,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,1,free_cap
6,601398.SH,601398,工商银行,7.28,-0.817438692098,2026-06-03 00:00:00,银行Ⅱ,北京市,,0.24,2.21,19627.77,7.46,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,2,free_cap
6,300750.SZ,300750,宁德时代,426.42,-1.721634515661,2026-06-03 00:00:00,电池,宁德市,,4.58,5.98,18152.75,23.78,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,3,free_cap
6,601857.SH,601857,中国石油,10.85,1.782363977486,2026-06-03 00:00:00,炼化及贸易,北京市,,0.264,3.0,17568.55,10.27,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,4,free_cap
6,600519.SH,600519,贵州茅台,1281.91,-1.936169887242,2026-06-03 00:00:00,白酒Ⅱ,遵义市,,21.76,10.57,16024.92,14.71,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,5,free_cap
6,300308.SZ,300308,中际旭创,1275.0,6.980139451758,2026-06-03 00:00:00,通信设备,烟台市,,5.18,17.54,14147.6,61.97,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,6,free_cap
6,601988.SH,601988,中国银行,5.95,-0.335008375209,2026-06-03 00:00:00,银行Ⅱ,北京市,,0.18,2.12,12540.55,8.46,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,7,free_cap
6,688256.SH,688256,寒武纪,1378.1,6.007692307692,2026-06-03 00:00:00,半导体,北京市,,2.4,8.2,8658.51,213.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,8,free_cap
6,601088.SH,601088,中国神华,48.85,1.264510779436,2026-06-03 00:00:00,煤炭开采,北京市,,0.53,2.4,8055.87,24.83,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,9,free_cap
6,600036.SH,600036,招商银行,38.5,-0.773195876289,2026-06-03 00:00:00,银行Ⅱ,深圳市,,1.49,3.37,7942.14,6.41,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,10,free_cap
6,300502.SZ,300502,新易盛,782.25,4.718875502008,2026-06-03 00:00:00,通信设备,成都市,,2.8,14.52,6940.75,70.05,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,11,free_cap
6,601628.SH,601628,中国人寿,32.88,-1.083032490975,2026-06-03 00:00:00,保险Ⅱ,北京市,,0.69,3.27,6846.78,11.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,12,free_cap
6,600900.SH,600900,长江电力,27.89,-0.250357653791,2026-06-03 00:00:00,电力,北京市,,0.2763,3.01,6824.19,25.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,13,free_cap
6,688041.SH,688041,海光信息,285.94,0.864228015098,2026-06-03 00:00:00,半导体,天津市,,0.3,2.99,6646.21,241.82,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,14,free_cap
6,601899.SH,601899,紫金矿业,31.27,-0.981633945535,2026-06-03 00:00:00,工业金属,龙岩市,,0.755,10.35,6442.18,10.35,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,15,free_cap
6,601318.SH,601318,中国平安,53.7,-0.702662721893,2026-06-03 00:00:00,保险Ⅱ,深圳市,,1.43,2.5,5724.45,9.72,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,16,free_cap
6,000333.SZ,000333,美的集团,82.61,0.01210653753,2026-06-03 00:00:00,白色家电,佛山市,,1.69,5.56,5668.42,12.4,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,17,free_cap
6,002475.SZ,002475,立讯精密,74.8,1.081081081081,2026-06-03 00:00:00,消费电子,深圳市,,0.5,4.2,5437.42,37.23,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,18,free_cap
6,601728.SH,601728,中国电信,6.12,-0.649350649351,2026-06-03 00:00:00,通信服务,北京市,,0.08,1.58,4750.94,19.05,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,19,free_cap
6,600028.SH,600028,中国石化,4.86,0.829875518672,2026-06-03 00:00:00,炼化及贸易,北京市,,0.141,2.04,4604.97,8.64,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,20,free_cap
6,002371.SZ,002371,北方华创,614.84,1.997345719973,2026-06-03 00:00:00,半导体,北京市,,2.2556,4.25,4453.0,68.15,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,21,free_cap
6,601166.SH,601166,兴业银行,18.49,-0.644814615798,2026-06-03 00:00:00,银行Ⅱ,福州市,,1.13,2.89,3913.01,4.1,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,22,free_cap
6,300394.SZ,300394,天孚通信,497.38,8.835886214442,2026-06-03 00:00:00,通信设备,苏州市,,0.6331,8.57,3867.61,196.83,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,23,free_cap
6,601658.SH,601658,邮储银行,4.98,-0.59880239521,2026-06-03 00:00:00,银行Ⅱ,北京市,,0.2,2.43,3611.88,5.81,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,24,free_cap
6,603993.SH,603993,洛阳钼业,19.89,0.759878419453,2026-06-03 00:00:00,工业金属,洛阳市,,0.36,9.06,3472.96,13.71,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,25,free_cap
6,600183.SH,600183,生益科技,141.09,0.014177358758,2026-06-03 00:00:00,元件,东莞市,,0.48,6.68,3378.4,73.98,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,26,free_cap
6,002594.SZ,002594,比亚迪,94.82,-2.004960727573,2026-06-03 00:00:00,乘用车,深圳市,,0.448,1.65,3306.01,52.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,27,free_cap
6,603986.SH,603986,兆易创新,492.23,3.695043080747,2026-06-03 00:00:00,半导体,北京市,,2.19,6.12,3287.33,59.04,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,28,free_cap
6,000858.SZ,000858,五粮液,82.35,-0.435255712731,2026-06-03 00:00:00,白酒Ⅱ,宜宾市,,2.0772,6.5,3196.43,9.91,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,29,free_cap
6,600030.SH,600030,中信证券,25.6,0.078186082877,2026-06-03 00:00:00,证券Ⅱ,深圳市,,0.67,3.46,3117.2,9.28,eastmoney_datacenter:RPT_INDEX_TS_COMPONENT,CSI_A500,中证A500,000510,30,free_cap
