code,name,family_id,start_date,end_date,history_rows,history_years,trailing_horizon_return,price_max_drawdown,horizon_days,observations,win_rate,avg_forward_return,median_forward_return,volatility,sharpe_like,best_forward_return,worst_forward_return,positive_avg_return,negative_avg_return
159532,中证2000ETF易方达,CSI_2000,2023-09-21,2026-06-03,649,2.6995208761122518,-0.027487630566245258,-0.34533702677747,20,629,0.6009538950715422,0.023671831330665524,0.01992528019925266,0.08829984623900253,0.9516060246712139,0.35949367088607587,-0.28456104944500504,0.07596151785670113,-0.05507518662487814
159533,中证2000ETF博时,CSI_2000,2024-06-07,2026-06-03,479,1.9876796714579055,0.000948766603415363,-0.20126227208976155,20,459,0.6797385620915033,0.038976710669376864,0.034734917733089565,0.07962949836982115,1.7374666528620113,0.34414831981460026,-0.15629629629629638,0.0785780775763363,-0.04507517011274109
159535,中证2000ETF嘉实,CSI_2000,2023-09-22,2026-06-03,648,2.6967830253251197,-0.024714828897338448,-0.3299161230195713,20,628,0.5987261146496815,0.01858883903534971,0.015737765822044558,0.0823061417811602,0.8016878383199693,0.36420525657071345,-0.268020304568528,0.06781969230599588,-0.054866719812916014
159536,中证2000ETF汇添富,CSI_2000,2023-09-21,2026-06-03,649,2.6995208761122518,-0.03623649078194524,-0.3601851851851853,20,629,0.5834658187599364,0.01880916700597704,0.01604668125455877,0.08889241666598628,0.751086786710686,0.353887399463807,-0.2928571428571429,0.07387707123586312,-0.05832793548397789
159531,中证2000ETF南方,CSI_2000,2023-09-18,2026-06-03,652,2.707734428473648,0.018530774321641408,-0.3654205607476635,60,592,0.6621621621621622,0.05294768928962561,0.034904422788605616,0.15125472583969196,0.7174021999116201,0.5425101214574899,-0.34899328859060397,0.12878513139864678,-0.09569369724405591
159532,中证2000ETF易方达,CSI_2000,2023-09-21,2026-06-03,649,2.6995208761122518,0.036321031048623276,-0.34533702677747,60,589,0.6977928692699491,0.06576993014109021,0.04492852280462878,0.14920203033625304,0.9033941890971704,0.5320754716981131,-0.3248106060606061,0.13428067285816797,-0.09242060500901626
159533,中证2000ETF博时,CSI_2000,2024-06-07,2026-06-03,479,1.9876796714579055,0.05923694779116451,-0.20126227208976155,60,419,0.9140811455847255,0.12609920459396878,0.09909165978530132,0.11555706959898997,2.2363535966861496,0.5028768699654775,-0.13713713713713716,0.14276021186208565,-0.051155400508496734
159535,中证2000ETF嘉实,CSI_2000,2023-09-22,2026-06-03,648,2.6967830253251197,-0.0006493506493506773,-0.3299161230195713,60,588,0.6683673469387755,0.051300602336346264,0.03103469842143447,0.13873960082763226,0.757786159494147,0.49872448979591844,-0.3152380952380953,0.11931840781933221,-0.08578143640628696
159536,中证2000ETF汇添富,CSI_2000,2023-09-21,2026-06-03,649,2.6995208761122518,-0.006553079947575369,-0.3601851851851853,60,589,0.6621392190152802,0.05137092097638853,0.03821656050955413,0.1491841948788816,0.70569848029065,0.5435073627844713,-0.34440227703984827,0.12654125275478928,-0.09594781969484911
159531,中证2000ETF南方,CSI_2000,2023-09-18,2026-06-03,652,2.707734428473648,0.1399999999999999,-0.3654205607476635,120,532,0.7575187969924813,0.12400785690060792,0.16040836063632402,0.1924601413240145,0.9337229836118947,0.6011004126547455,-0.2579365079365079,0.2122171377445916,-0.15156067162749612
159532,中证2000ETF易方达,CSI_2000,2023-09-21,2026-06-03,649,2.6995208761122518,0.16611733684904428,-0.34533702677747,120,529,0.7693761814744802,0.15085165800246075,0.18666666666666676,0.18808042135624758,1.162294402116601,0.5969191270860077,-0.22103213242453734,0.23374132202134365,-0.12567369655233704
159533,中证2000ETF博时,CSI_2000,2024-06-07,2026-06-03,479,1.9876796714579055,0.22460824143934977,-0.20126227208976155,120,359,1.0,0.26264704576515246,0.25358577165806073,0.11143193017528094,3.4156433308383978,0.654292343387471,0.015450643776824036,0.26264704576515246,
159535,中证2000ETF嘉实,CSI_2000,2023-09-22,2026-06-03,648,2.6967830253251197,0.10007147962830576,-0.3299161230195713,120,528,0.7689393939393939,0.12224403078549383,0.1437624590142519,0.17323358558676452,1.0225986485733265,0.5389610389610391,-0.22722820763956897,0.19813633912102424,-0.1303156182655336
