,Benchmark,Strategy,Bench_Cum,Strat_Cum
2026-03-26,-0.012891430199378912,-0.006814727315136677,-0.028099494499214117,-0.03229286075823912
2026-03-27,0.006478981346620005,0.005171878856861208,-0.02180256925330404,-0.02728799666516113
2026-03-30,-0.0012107997091691525,-0.0007891347805905613,-0.02298697041796216,-0.02805559753849063
2026-03-31,-0.008101580588135024,0.0,-0.030902320212779055,-0.02805559753849063
2026-04-01,0.01530454292606856,0.002405124401094638,-0.01607072317292213,-0.025717950339622986
2026-04-02,-0.011740553503621493,0.0,-0.027622597491290035,-0.025717950339622986
2026-04-03,-0.007936807338807444,0.0,-0.0353401695956117,-0.025717950339622986
2026-04-07,-0.00010955614467085539,0.00018101188890359688,-0.03544585400754974,-0.02554159370548903
2026-04-08,0.0365004630301444,0.0027209792315491194,-0.0002391810611798162,-0.02289011261995333
2026-04-09,-0.005951702288573432,0.0,-0.006189459815284071,-0.02289011261995333
2026-04-10,0.013394404054607179,0.007051322852636398,0.0071220401136775635,-0.01600019534153352
2026-04-13,0.0019759175638553728,0.0,0.009112030241684055,-0.01600019534153352
2026-04-14,0.011751122187570934,0.00269091565965505,0.020970229010002006,-0.013352334858080517
2026-04-15,-0.0027186923232463273,-0.0003051819180150862,0.01819452508612951,-0.01365344188493367
2026-04-16,0.010505451652242925,0.0037701851819178624,0.028891118442000208,-0.009934732707292615
2026-04-17,-0.0017745451383405358,0.0,0.027065304709887217,-0.009934732707292615
2026-04-20,0.0067027075512906265,0.0018690306170213095,0.03394942308343474,-0.008084270409873251
2026-04-21,0.0007329662198014841,0.00020860884705075586,0.03470727308353805,-0.007877348013151986
2026-04-22,0.007586282990575524,0.003054548785127229,0.04255685526955655,-0.004846860971828404
2026-04-23,-0.0031053313788369646,-0.0011280463270981088,0.03931937075266645,-0.005969439815209254
2026-04-24,-0.0029671275390766444,-0.0014053656486248361,0.03623557762581031,-0.007366416218176242
2026-04-27,0.00047157943813030956,0.00022016261500044443,0.03672424501727778,-0.007147875412633509
2026-04-28,-0.0033563279290863,-0.0003157146176245054,0.033244658478965405,-0.007461333341505227
2026-04-29,0.011817895528001943,0.0,0.04545543590773593,-0.007461333341505227
2026-04-30,0.002124925119767862,0.0005694447321708466,0.04767695042509423,-0.006896137426300575
2026-05-06,0.015723941376606737,0.0013901194263983673,0.0641505613752007,-0.005515604454505607
2026-05-07,0.005871440574811121,0.0007769324656762527,0.07039865815896706,-0.004742957240997825
2026-05-08,-0.00544432637263173,-0.003042891243470958,0.06457105851512268,-0.007771416181412083
2026-05-11,0.017072365460543554,0.0035216578438661108,0.08274580468481063,-0.0042771266062991975
2026-05-12,-0.0016483672785064796,-0.0013950420738309233,0.08096104192942799,-0.005666201908559154
2026-05-13,0.009896086820356947,0.007340383852024859,0.0916583262497852,0.001632589846473964
2026-05-14,-0.017241773316825207,-0.006704077489178208,0.07283620084916165,-0.005082432651543067
2026-05-15,-0.01301352510754325,-0.003315033048147846,0.058874820013129714,-0.008380617267486068
2026-05-18,-0.005223739339936237,-0.0019366927853266295,0.053343533959759215,-0.010301079371814126
2026-05-19,0.00483637797579195,0.003984399113831098,0.05843790142834515,-0.0063577238695036176
2026-05-20,0.0014090617518420084,0.0014247325286314532,0.059929305791947884,-0.004942049396877146
2026-05-21,-0.014190555608030078,-0.0036287873291237813,0.04488832003752652,-0.008552903079769636
2026-05-22,0.010739807159996617,0.00843038670540322,0.056110219098462366,-0.00019462065478270674
2026-05-25,0.015349632848175032,0.011646796679387141,0.07232112320882944,0.011449909317408524
2026-05-26,0.00522124409379951,0.002528351607824377,0.07791997354003999,0.014007210321864916
2026-05-27,-0.010060020676273318,-0.004912065273441424,0.06707607631885915,0.009026340717023684
2026-05-28,-0.0006770026157186249,-0.0007294950594952979,0.06635366302402046,0.008290260986570042
2026-05-29,-0.004301211252086948,-0.0039095689679901815,0.0617670506499175,0.00434828067149029
2026-06-01,-0.012088048055882455,-0.005084929141833721,0.04893235951750863,-0.0007587591694466767
2026-06-02,0.012743996733800417,0.012051983249422617,0.06229995008117717,0.011284079527175361
2026-06-03,0.005419821837552102,0.005405922798345119,0.06805742654865754,0.016751003188294922
