Date,Actual_Return,ML_Prob,Target_Position,Executed_Position,B&H_Cum,Dynamic_Weight_Strategy_Cum
2026-04-03,-0.0077968029921028,0.7003841621110115,1.0,1.0,-0.03613673964465214,0.08179283822891459
2026-04-07,-0.0017961151796195,0.6690110793760776,1.0,1.0,-0.037867949077653895,0.079849813690968
2026-04-08,0.0350877494037391,0.4606045736984223,0.0,1.0,-0.00410890078158499,0.11773931334743115
2026-04-09,-0.0065189500796491,0.7519323105284011,1.0,0.0,-0.01060106514215664,0.11773931334743115
2026-04-10,0.0153106236335387,0.6572825398169296,1.0,1.0,0.004547249572876,0.13485259929450377
2026-04-13,0.0021541903527282,0.573667711434615,0.7366771143461505,1.0,0.006711235566765561,0.13729728781567263
2026-04-14,0.0128976662551911,0.5535843258651173,0.5358432586511731,0.7366771143461505,0.019695461098456768,0.14810322196096215
2026-04-15,-0.0038200607582844,0.47837477385925936,0.0,0.5358432586511731,0.0158001624821138,0.14575310770227712
2026-04-16,0.0110779821802673,0.4363769073710355,0.0,0.0,0.02705317858080325,0.14575310770227712
2026-04-17,-0.0014749198816085,0.5479041407670772,0.47904140767077175,0.0,0.025538357428245284,0.14575310770227712
2026-04-20,0.0054863945444756,0.5331576956516921,0.3315769565169214,0.47904140767077175,0.03116486547759001,0.1487643876672342
2026-04-21,0.0023085323632341,0.504412818408261,0.04412818408261022,0.3315769565169214,0.03354534294137501,0.1496437164154687
2026-04-22,0.0073282762236972,0.4823895794906792,0.0,0.04412818408261022,0.041119448704165285,0.15001549224976696
2026-04-23,-0.0020785184606653,0.5976290586631863,0.976290586631863,0.0,0.038955462710275945,0.15001549224976696
2026-04-24,-0.0039575198787258,0.6220437766503862,1.0,0.976290586631863,0.034843775813489186,0.14557218957791584
2026-04-27,0.0,0.47317266070675196,0.0,1.0,0.034843775813489186,0.14557218957791584
2026-04-28,-0.0025094278043922,0.48842024422426245,0.0,0.0,0.032246910069260615,0.14557218957791584
2026-04-29,0.0106918487336573,0.49354669109268295,0.0,0.0,0.043283537887506274,0.14557218957791584
2026-04-30,0.0006222324207718,0.41235279241507183,0.0,0.0,0.043932702728837425,0.14557218957791584
2026-05-06,0.0132670255531939,0.5356318963995265,0.3563189639952647,0.0,0.05778258457175567,0.14557218957791584
2026-05-07,0.0049100179604111,0.4835422833907616,0.0,0.3563189639952647,0.06297631606021303,0.1475764053694013
2026-05-08,-0.0052931640755636,0.48728153571873173,0.0,0.0,0.05734980801086831,0.1475764053694013
2026-05-11,0.0163732953633297,0.6589944432220503,1.0,0.0,0.07466210871979029,0.1475764053694013
2026-05-12,-0.0006041601592862,0.530189556217327,0.30189556217327,1.0,0.07401284068900726,0.1468830854255403
2026-05-13,0.010880592304215,0.5335830639275959,0.3358306392759592,0.30189556217327,0.08569873653803617,0.15065036988668679
2026-05-14,-0.0151485370974921,0.501312256414324,0.01312256414323976,0.3358306392759592,0.06925198895088935,0.14479661689988466
2026-05-15,-0.0127504963314131,0.4774138636382348,0.0,0.01312256414323976,0.0556184953884149,0.1446050704389512
2026-05-18,-0.0053299604776463,0.7576862925620792,1.0,0.0,0.04999209052852227,0.1446050704389512
2026-05-19,0.0035036522461759,0.8172830466706372,1.0,1.0,0.053670897674969575,0.14861536856497914
2026-05-20,0.0004107321952637,0.6100182478205246,1.0,1.0,0.05410367423585716,0.1490871418768236
2026-05-21,-0.0129336332907726,0.6001836434820543,1.0,1.0,0.04047028386283458,0.1342252701646467
2026-05-22,0.0112312603644888,0.7393315646217379,1.0,1.0,0.05215607652241161,0.14696404948584862
2026-05-25,0.0154257115264644,0.5250487008929074,0.25048700892907455,1.0,0.06838633263966298,0.16465678604444278
2026-05-26,0.0070893914690284,0.4138082409771879,0.0,0.25048700892907455,0.07596054159190513,0.166724984105739
2026-05-27,-0.0080450444229618,0.4560565453324936,0.0,0.0,0.06730439123744425,0.166724984105739
2026-05-28,0.0,0.7374479303943363,1.0,0.0,0.06730439123744425,0.166724984105739
2026-05-29,-0.0018248785621871,0.6686851794271975,1.0,1.0,0.06535669033454683,0.16459585269427635
2026-06-01,-0.0111720150143171,0.5464876167680514,0.46487616768051365,1.0,0.05345450939452623,0.1515849703423644
2026-06-02,0.0139687426779833,0.7358592584579756,1.0,0.46487616768051365,0.06816994435921941,0.15906305861861814
2026-06-03,0.0058752599371185,0.4422676115317338,0.0,1.0,0.07444572043934738,0.1658728553715143
