tune_type,l2,validation_split_date,score,directional_accuracy,spearman_ic_by_date,top_vs_all,rmse,rows
model_l2,0.3,2023-12-08,0.5112918657603164,0.5025354969574036,0.04882698187544006,-0.001979035036896533,0.04477815309970633,1972
model_l2,1.0,2023-12-08,0.5108303565679961,0.5025354969574036,0.04824978129823949,-0.001979035036896533,0.044777650560826054,1972
model_l2,3.0,2023-12-08,0.5101417221747069,0.5025354969574036,0.047388121219188103,-0.001979035036896533,0.04477626322092227,1972
model_l2,10.0,2023-12-08,0.5102083953411277,0.5025354969574036,0.04749901130125188,-0.0019850965978395647,0.044771848531838326,1972
model_l2,30.0,2023-12-08,0.5123997304310667,0.5040567951318459,0.04832997911632744,-0.0019850965978395647,0.044761323204965724,1972
