stock_code,stock_name,holder_kind,from_report_date,to_report_date,holder_name,holder_type,status,prev_rank,current_rank,prev_ratio_pct,current_ratio_pct,ratio_delta_pct,prev_hold_num,current_hold_num,hold_num_delta,abs_ratio_delta_pct
600487,亨通光电,free,2025-09-30,2025-12-31,毛慧苏,个人,新进,,10.0,,0.501259063171,0.501259063171,,12256692.0,12256692.0,0.501259063171
600487,亨通光电,free,2025-09-30,2025-12-31,崔根良,个人,不变,2.0,2.0,3.897234115939,3.897234115939,0.0,95294433.0,95294433.0,0.0,0.0
600487,亨通光电,free,2025-06-30,2025-09-30,崔根良,个人,不变,2.0,2.0,3.897234115939,3.897234115939,0.0,95294433.0,95294433.0,0.0,0.0
600487,亨通光电,free,2025-03-31,2025-06-30,毛慧苏,个人,退出,10.0,,0.501259063171,,-0.501259063171,12256692.0,,-12256692.0,0.501259063171
600487,亨通光电,free,2025-03-31,2025-06-30,崔根良,个人,不变,2.0,2.0,3.897234115939,3.897234115939,0.0,95294433.0,95294433.0,0.0,0.0
600487,亨通光电,free,2024-12-31,2025-03-31,崔根良,个人,不变,2.0,2.0,3.897234115939,3.897234115939,0.0,95294433.0,95294433.0,0.0,0.0
600487,亨通光电,free,2024-12-31,2025-03-31,毛慧苏,个人,不变,10.0,10.0,0.501259063171,0.501259063171,0.0,12256692.0,12256692.0,0.0,0.0
600487,亨通光电,free,2024-09-30,2024-12-31,蒋海东,个人,退出,8.0,,0.575138674107,,-0.575138674107,14187145.0,,-14187145.0,0.575138674107
600487,亨通光电,free,2024-09-30,2024-12-31,毛慧苏,个人,新进,,10.0,,0.501259063171,0.501259063171,,12256692.0,12256692.0,0.501259063171
600487,亨通光电,free,2024-09-30,2024-12-31,崔根良,个人,增持,2.0,2.0,3.863181340951,3.897234115939,0.03405277498799997,95294433.0,95294433.0,0.0,0.03405277498799997
600487,亨通光电,free,2024-06-30,2024-09-30,崔根良,个人,不变,2.0,2.0,3.863181340951,3.863181340951,0.0,95294433.0,95294433.0,0.0,0.0
600487,亨通光电,free,2024-06-30,2024-09-30,蒋海东,个人,不变,9.0,8.0,0.575138674107,0.575138674107,0.0,14187145.0,14187145.0,0.0,0.0
688525,佰维存储,free,2025-12-31,2026-03-31,孙成思,个人,增持,1.0,1.0,17.688839642783,17.767900892859,0.0790612500759984,82307800.0,83657800.0,1350000.0,0.0790612500759984
688525,佰维存储,free,2025-12-31,2026-03-31,徐健峰,个人,减持,9.0,9.0,1.298491383826,1.283247434126,-0.01524394969999987,6042000.0,6042000.0,0.0,0.01524394969999987
688525,佰维存储,free,2025-09-30,2025-12-31,孙成思,个人,新进,,1.0,,17.688839642783,17.688839642783,,82307800.0,82307800.0,17.688839642783
688525,佰维存储,free,2025-09-30,2025-12-31,徐健峰,个人,新进,,9.0,,1.298491383826,1.298491383826,,6042000.0,6042000.0,1.298491383826
