,Benchmark,Strategy
2024-12-02,0.007611566712484974,0.0
2024-12-03,0.0013167695863304611,0.0
2024-12-04,-0.0047887984682174105,0.0
2024-12-05,-0.001873879699063478,0.0
2024-12-06,0.012171747952619142,0.0
2024-12-09,-0.0005117361621231331,0.0
2024-12-10,0.007567613703032744,-0.00085
2024-12-11,-0.001868609873406868,0.010952911324062745
2024-12-12,0.009636269853204954,-0.0029721705884668487
2024-12-13,-0.0228551731493951,0.019399696106158545
2024-12-16,-0.006102560484986738,-0.04180704169415268
2024-12-17,0.001535519465967583,-0.011978052254455954
2024-12-18,0.005263864879318514,0.0015544992649274302
2024-12-19,0.0014657824728723928,0.006339534288065341
2024-12-20,-0.0024743966714850796,0.0018865340003724643
2024-12-23,0.00016093957862250985,-0.002138405572434187
2024-12-24,0.010910450566740143,-0.0014477468582634848
2024-12-25,0.00012190624828191388,0.016027795201604796
2024-12-26,0.0009709565843950135,-0.00163373981166412
2024-12-27,-0.0010792456015121937,0.0022903294440938388
2024-12-30,0.004242179353221215,-0.0011437442241131733
2024-12-31,-0.016139378418051673,0.0029326414981166696
2025-01-02,-0.028791800469918666,-0.012918280477772956
2025-01-03,-0.011441934044389784,-0.019144416289220898
2025-01-06,-0.004159688070596301,-0.007595828907186771
2025-01-07,0.007942369594704124,-0.0022577356554498644
2025-01-08,-0.0016903272440827455,0.003482536615832133
2025-01-09,-0.0013314362970642257,-0.000646179981274845
2025-01-10,-0.01144951187652235,-5.742231179245723e-07
2025-01-13,-0.0029344942335612634,-0.004209876715190996
2025-01-14,0.025491045915931793,-0.00048619721822533733
2025-01-15,-0.0058588835995841415,0.006293187699624888
2025-01-16,0.00046060214925150444,-0.0012082277531875768
2025-01-17,0.0038411334320291035,0.00013056170411930115
2025-01-20,0.003980938925867594,0.000755838523025673
2025-01-21,0.0011967035042634577,0.000497446184679929
2025-01-22,-0.009117384268218842,0.00021434264414956045
2025-01-23,0.001807282871996066,-0.0009742997767262869
2025-01-24,0.008590832998144449,-4.37593639780057e-06
2025-01-27,-0.004266051162338191,0.006982210163692153
2025-02-05,-0.005052675218133462,-0.008556746550766027
2025-02-06,0.01340845251364442,-0.007314492992756512
2025-02-07,0.013978102786843055,0.024142686902465835
2025-02-10,0.003111914663108728,0.02470430500683576
2025-02-11,-0.004227441258454423,0.005719968174949608
2025-02-12,0.009807660659117562,-0.007420299713254918
2025-02-13,-0.0024968094509976863,0.02002763926602342
2025-02-14,0.007626950324107845,-0.004232386420191331
2025-02-17,0.0017803983317838112,0.014744756836156881
2025-02-18,-0.008270260852123137,0.002723531100596085
2025-02-19,0.0064917396106631,-0.01136872398702545
2025-02-20,-0.0024536964243352666,0.010802134704825444
2025-02-21,0.014413911636886823,-0.007235196366895449
2025-02-24,-0.0033201398295013146,0.025456856147247013
2025-02-25,-0.009938665357501722,-0.009521099651826459
2025-02-26,0.008230835531556402,-0.02483044263915
2025-02-27,0.0016982169020381827,0.01966259201451409
2025-02-28,-0.018879723607617582,0.006423736874486217
2025-03-03,-0.00263330644102773,-0.03234934116671428
2025-03-04,-0.0004912336751062146,-0.0068512594111208155
2025-03-05,0.004544622052844782,-0.002295660972000428
2025-03-06,0.014868446397637708,0.006745035235173964
2025-03-07,-0.0021659650674315106,0.0263594816241688
2025-03-10,-0.0035210906504992145,-0.003777333506166267
2025-03-11,0.0023071279532619615,-0.00751237006156525
2025-03-12,-0.0017875376969338636,0.004053324166598067
2025-03-13,-0.00525466576842866,-0.003841184337085987
2025-03-14,0.024260103965812824,-0.012475459594688798
2025-03-17,-0.0022510578565302086,0.06858435177098414
2025-03-18,0.0030215119239190846,-0.0067668716285903315
2025-03-19,0.0005014670635118124,0.006025913743386604
2025-03-20,-0.008859952990720066,0.0018037185923246487
2025-03-21,-0.016112599673059586,-0.01817217350164817
2025-03-24,0.004142683177166456,-0.027748632991892886
2025-03-25,0.00027619942910028783,0.006743030786842137
2025-03-26,-0.004349396942277595,6.459465631509338e-05
2025-03-27,0.003270562222122936,-0.005678584841937638
2025-03-28,-0.00449402627983847,0.0036726686393441024
2025-03-31,-0.0065822312399329425,-0.004036416089218233
2025-04-01,-0.0003823069062910134,-0.005450404766439063
2025-04-02,-0.0008030696017946731,-0.0004426565109813488
2025-04-03,-0.005603846302162027,-0.0005803221052306797
2025-04-07,-0.07739905377470928,-0.0026856641068913924
2025-04-08,0.01746322233121081,-0.03624628504210507
2025-04-09,0.011252241948405906,0.008183796735057883
2025-04-10,0.016318855948485783,0.003838757486576271
2025-04-11,0.004864231936456603,0.005054158138032404
2025-04-14,0.002701046613737823,0.001220655321016462
2025-04-15,-0.00018874683308291174,0.0007344461242304821
2025-04-16,0.002391370605502874,-5.467111769771436e-05
2025-04-17,0.00014484223094901605,0.0006229450717012433
2025-04-18,0.002579501871631612,-9.276912682903634e-06
2025-04-21,0.0021830896542157086,0.0003793849852242473
2025-04-22,0.0002896203782869339,0.00018242662112769422
2025-04-23,0.001417188827440824,1.9927405259791668e-05
2025-04-24,-0.0006625174781747512,8.146528918339986e-05
2025-04-25,-0.00019979920748584845,-4.4168295044137554e-05
2025-04-28,-0.0012421621489338286,-4.496968139618857e-05
2025-04-29,-0.0015407577830942876,-8.701859200999592e-05
2025-04-30,-0.00020005129441627578,-0.0001022033171408627
2025-05-06,0.011279115060569972,-5.24650092846713e-05
2025-05-07,0.0054121557751609095,0.0005092536528797644
2025-05-08,0.006184354329080821,0.00022862199696780094
2025-05-09,-0.0021042110574184397,0.00021772095079740136
2025-05-12,0.01086023387044091,-6.119432739239204e-05
2025-05-13,0.0012642758915173136,0.0002895645153505032
2025-05-14,0.011384466517906783,5.8137768183348084e-05
2025-05-15,-0.008371435208105002,0.017762161307270718
2025-05-16,-0.005255090591212333,-0.012610854969688959
2025-05-19,-0.0013598562097612843,-0.00916652009173246
2025-05-20,0.005178729728612663,-0.004511834555475307
2025-05-21,0.004066160685774783,0.012822223331563899
2025-05-22,-0.0011389642848018272,0.01100135040320629
2025-05-23,-0.0075411005782323876,-0.005135179796064672
2025-05-26,-0.004726091886573927,-0.020364365119367154
2025-05-27,-0.005307712029856679,-0.012335522119355144
2025-05-28,-0.0015656765376158704,-0.01278272419615825
2025-05-29,0.006823669276464245,-0.003582437393396963
2025-05-30,-0.002969676374829089,0.01795699059225436
2025-06-03,-0.0007298190919385744,-0.007059369988642761
2025-06-04,0.004167822750374722,-0.00294586719833612
2025-06-05,0.0025016921754638793,0.007082882533164172
2025-06-06,0.0008310042123499395,0.003855187740658456
2025-06-09,0.0025743132202506736,0.0009976725946880952
2025-06-10,-0.005953024352320951,0.0033108375258988536
2025-06-11,0.00767360997910721,-0.006466590277649616
2025-06-12,0.000517966085814392,0.006767477427145108
2025-06-13,-0.006091271144453431,0.00047853122484000385
2025-06-16,0.002542251556793773,-0.004292958946719864
2025-06-17,-0.00067593906152566,0.0034274650693364274
2025-06-18,0.00014071840866125562,-0.001272465965836479
2025-06-19,-0.007834942211532483,-0.00028503580440892716
2025-06-20,0.0005183557584458737,-0.013290271222142304
2025-06-23,0.0044234299515589215,-0.0005076675122026139
2025-06-24,0.01183305915061078,0.008823918860922908
2025-06-25,0.015154940366082642,0.02440232896759374
2025-06-26,-0.002845050908497654,0.03121825090079084
2025-06-27,-0.005428020019169311,-0.0075302792876790845
2025-06-30,0.0072518518775762375,-0.014925601416211461
2025-07-01,4.146452908901366e-05,0.0179599247378628
2025-07-02,-0.00014589170342166335,6.862381942348032e-07
2025-07-03,0.005777339411152688,-0.00016235157018587663
2025-07-04,0.0027305536344256753,0.013666673404411966
2025-07-07,-0.0039698464708096265,0.007900086814436533
2025-07-08,0.008776306557280428,-0.009274485735757062
2025-07-09,-0.0009150055032301485,0.018171015172876594
2025-07-10,0.004825120472094269,-0.0019274391385377715
2025-07-11,0.0037884191511710352,0.010140293042239483
2025-07-14,-0.0003001110600406448,0.008208959336867744
2025-07-15,5.600947091916053e-05,-0.0009252163057292451
2025-07-16,-0.002218239693767138,0.00010138686973531686
2025-07-17,0.008853107971420332,-0.0037425379631969534
2025-07-18,0.007119312047659143,0.012071655021305031
2025-07-21,0.005791851229346862,0.011829699580766552
2025-07-22,0.009542068328146774,0.012895222892223867
2025-07-23,-0.0006720350641097605,0.018307062679618562
2025-07-24,0.007586019256921928,-0.003415818215526699
2025-07-25,-0.00416903980121254,0.01729490986443628
2025-07-28,0.0032497545984484233,-0.008483565329404566
2025-07-29,0.004562334414987351,0.005867273231054735
2025-07-30,-0.0011574952619873985,0.00863844004056301
2025-07-31,-0.01728498792059721,-0.0037456864914551403
2025-08-01,-0.004978719619483429,-0.028374647986165492
2025-08-04,0.0040985040726426725,-0.007035938222053709
2025-08-05,0.007330666009066511,0.005864668686056927
2025-08-06,0.0033525333621297893,0.009117089449765494
2025-08-07,-0.00026399051699471654,0.003899135549912357
2025-08-08,-0.002475569844933745,-0.00038040005032122595
2025-08-11,0.006219240796923042,-0.002203760878257384
2025-08-12,0.003950634853296359,0.005032167081102082
2025-08-13,0.008598082981559646,0.002252382076417301
2025-08-14,-0.0013248661328490174,0.005379097448332436
2025-08-15,0.009635304852657456,-0.005401184528547595
2025-08-18,0.007978359298851462,0.019192567968204562
2025-08-19,-0.00619469778432391,0.016090740672432418
2025-08-20,0.0133460404952149,-0.014034286138555539
2025-08-21,0.0024244972984105995,0.030804050918014813
2025-08-22,0.023567983926503527,0.006027981704323153
2025-08-25,0.020104116095880004,0.0589789240772973
2025-08-26,-0.0040191992519743175,0.04437717818430685
2025-08-27,-0.014780440984871496,-0.00852178720808753
2025-08-28,0.01815721358049721,-0.025335077726282042
2025-08-29,0.00989986105279858,0.027798441024017045
2025-09-01,0.004169675687859531,0.012436513692753611
2025-09-02,-0.006312428282475455,0.004754854894177041
2025-09-03,-0.009694747806083148,-0.0068475568593353246
2025-09-04,-0.021697845594505702,-0.00874574628626272
2025-09-05,0.02368178531923104,-0.017337180784725504
2025-09-08,0.001931144058470835,0.016490894164912014
2025-09-09,-0.0059881231842325855,0.0019251704928690857
2025-09-10,0.002073592863807927,-0.0068074256579068555
2025-09-11,0.025193222167393864,0.002229259553456245
