date,action,rank,code,name,family_id,close,prediction,actual_forward_return,round_trip_cost_bps,net_forward_return,win,holding_horizon_days
2026-05-06,BUY,2,512500,中证500ETF华夏,CSI_500,4.794,0.006501181019434768,0.04067584480600761,10.0,0.03967584480600761,True,5
2026-05-06,BUY,3,510310,沪深300ETF易方达,CSI_300,4.731,0.0056334417179355065,0.02663284717818648,10.0,0.02563284717818648,True,5
2026-05-06,BUY,4,563360,中证A500ETF华泰柏瑞,CSI_A500,1.37,0.0054495164260847506,0.031386861313868586,10.0,0.030386861313868585,True,5
2026-05-06,BUY,5,159352,中证A500ETF,CSI_A500,1.349,0.005091740954166168,0.031134173461823567,10.0,0.030134173461823566,True,5
2026-05-07,BUY,1,159800,中证800ETF鹏华,CSI_800,1.505,0.015385926953990235,0.008637873754152814,10.0,0.007637873754152814,True,5
2026-05-14,BUY,1,159352,中证A500ETF,CSI_A500,1.363,0.0050716184065419745,-0.026412325752017685,10.0,-0.027412325752017686,False,5
2026-05-14,BUY,2,563360,中证A500ETF华泰柏瑞,CSI_A500,1.386,0.00501089937991534,-0.02669552669552666,10.0,-0.027695526695526662,False,5
2026-05-15,BUY,1,159800,中证800ETF鹏华,CSI_800,1.494,0.007509363062281137,0.0013386880856760541,10.0,0.0003386880856760541,True,5
2026-05-15,BUY,2,510500,中证500ETF南方,CSI_500,8.612,0.005488268687182755,0.005341384115188141,10.0,0.004341384115188141,True,5
2026-05-15,BUY,3,563360,中证A500ETF华泰柏瑞,CSI_A500,1.365,0.005149769072344037,0.00146520146520146,10.0,0.00046520146520146,True,5
2026-05-18,BUY,1,563360,中证A500ETF华泰柏瑞,CSI_A500,1.362,0.007156005487204941,0.018355359765051427,10.0,0.017355359765051426,True,5
2026-05-18,BUY,2,159352,中证A500ETF,CSI_A500,1.34,0.00696783261246418,0.020149253731343242,10.0,0.01914925373134324,True,5
2026-05-18,BUY,3,512500,中证500ETF华夏,CSI_500,4.775,0.006229344054300265,0.01842931937172776,10.0,0.01742931937172776,True,5
2026-05-18,BUY,4,510500,中证500ETF南方,CSI_500,8.631,0.0061712626567339834,0.017958521608156586,10.0,0.016958521608156585,True,5
2026-05-18,BUY,5,159627,中证A100ETF华夏,CSI_A100,1.376,0.00604293660186789,0.016715116279069964,10.0,0.015715116279069963,True,5
2026-05-19,BUY,1,159352,中证A500ETF,CSI_A500,1.348,0.00841212290641492,0.020029673590504338,10.0,0.019029673590504337,True,5
2026-05-19,BUY,2,563360,中证A500ETF华泰柏瑞,CSI_A500,1.369,0.008228202878782162,0.018991964937910888,10.0,0.017991964937910887,True,5
2026-05-19,BUY,3,510500,中证500ETF南方,CSI_500,8.703,0.007236766939375565,0.005630242445133993,10.0,0.004630242445133993,True,5
2026-05-19,BUY,4,159800,中证800ETF鹏华,CSI_800,1.498,0.006858317229766715,0.01735647530040052,10.0,0.01635647530040052,True,5
2026-05-19,BUY,5,512500,中证500ETF华夏,CSI_500,4.819,0.006614864286379854,0.004772774434529836,10.0,0.003772774434529836,True,5
2026-05-20,BUY,1,563360,中证A500ETF华泰柏瑞,CSI_A500,1.372,0.0061873538585929385,0.006559766763848396,10.0,0.005559766763848396,True,5
2026-05-20,BUY,2,159352,中证A500ETF,CSI_A500,1.35,0.005699108845450925,0.007407407407407307,10.0,0.006407407407407307,True,5
2026-05-21,BUY,1,563360,中证A500ETF华泰柏瑞,CSI_A500,1.349,0.013340326049144344,0.024462564862861358,10.0,0.023462564862861357,True,5
2026-05-21,BUY,2,510500,中证500ETF南方,CSI_500,8.503,0.013165062785570128,0.017170410443372752,10.0,0.01617041044337275,True,5
2026-05-21,BUY,3,512500,中证500ETF华夏,CSI_500,4.719,0.013152357085902688,0.013986013986013957,10.0,0.012986013986013956,True,5
2026-05-21,BUY,4,159352,中证A500ETF,CSI_A500,1.327,0.013058006481689281,0.02562170308967593,10.0,0.024621703089675928,True,5
2026-05-21,BUY,5,512100,中证1000ETF南方,CSI_1000,3.432,0.011437573202083749,0.011655011655011593,10.0,0.010655011655011593,True,5
2026-05-22,BUY,1,512100,中证1000ETF南方,CSI_1000,3.495,0.00665954844981762,-0.032045779685264675,10.0,-0.033045779685264676,False,5
2026-05-22,BUY,2,159800,中证800ETF鹏华,CSI_800,1.496,0.006480528226517709,0.0020053475935830622,10.0,0.0010053475935830622,True,5
2026-05-22,BUY,3,159352,中证A500ETF,CSI_A500,1.343,0.006351601702080042,0.0022338049143708627,10.0,0.0012338049143708627,True,5
2026-05-22,BUY,4,563360,中证A500ETF华泰柏瑞,CSI_A500,1.367,0.006336583756960612,0.00073152889539152,10.0,-0.00026847110460848,False,5
2026-05-22,BUY,5,159531,中证2000ETF南方,CSI_2000,1.624,0.00615755832639532,-0.04495073891625623,10.0,-0.04595073891625623,False,5
2026-05-25,BUY,1,159352,中证A500ETF,CSI_A500,1.367,0.005801538576523997,-0.027798098024871987,10.0,-0.028798098024871988,False,5
2026-05-25,BUY,2,563360,中证A500ETF华泰柏瑞,CSI_A500,1.387,0.005214161065656663,-0.02667627974044695,10.0,-0.027676279740446952,False,5
2026-05-26,BUY,1,159531,中证2000ETF南方,CSI_2000,1.605,0.005612959898000516,-0.039252336448598046,10.0,-0.04025233644859805,False,5
2026-05-27,BUY,1,159531,中证2000ETF南方,CSI_2000,1.573,0.008820162918081204,-0.021614748887476165,10.0,-0.022614748887476166,False,5
2026-05-27,BUY,2,512100,中证1000ETF南方,CSI_1000,3.437,0.007411177852741996,-0.013965667733488507,10.0,-0.014965667733488508,False,5
2026-05-27,BUY,3,512500,中证500ETF华夏,CSI_500,4.769,0.006895790287592417,-0.01803313063535339,10.0,-0.01903313063535339,False,5
2026-05-27,BUY,4,510500,中证500ETF南方,CSI_500,8.614,0.006657457401344304,-0.01845832365915956,10.0,-0.01945832365915956,False,5
2026-05-27,BUY,5,159845,中证1000ETF华夏,CSI_1000,3.536,0.0057575880515516025,-0.015271493212669629,10.0,-0.01627149321266963,False,5
2026-05-28,BUY,1,159531,中证2000ETF南方,CSI_2000,1.596,0.005990800601603423,-0.03884711779448624,10.0,-0.03984711779448624,False,5
2026-05-28,BUY,2,510500,中证500ETF南方,CSI_500,8.649,0.005344365151728432,-0.0232396808879638,10.0,-0.0242396808879638,False,5
2026-05-28,BUY,3,512100,中证1000ETF南方,CSI_1000,3.472,0.005264096526300698,-0.02505760368663601,10.0,-0.02605760368663601,False,5
2026-05-28,BUY,4,563360,中证A500ETF华泰柏瑞,CSI_A500,1.382,0.005168568370841866,-0.010130246020260358,10.0,-0.01113024602026036,False,5
2026-05-28,BUY,5,159352,中证A500ETF,CSI_A500,1.361,0.005145387944825852,-0.00881704628949298,10.0,-0.009817046289492981,False,5
2026-05-29,BUY,1,159531,中证2000ETF南方,CSI_2000,1.551,0.013710905506743894,-0.006447453255963853,10.0,-0.007447453255963853,False,5
2026-05-29,BUY,2,510500,中证500ETF南方,CSI_500,8.443,0.011951244772264976,-0.012317896482292978,10.0,-0.013317896482292979,False,5
2026-05-29,BUY,3,512100,中证1000ETF南方,CSI_1000,3.383,0.011882457743951831,-0.007389890629618701,10.0,-0.008389890629618701,False,5
2026-05-29,BUY,4,512500,中证500ETF华夏,CSI_500,4.678,0.011598061498211179,-0.01303976058144507,10.0,-0.014039760581445071,False,5
2026-05-29,BUY,5,159845,中证1000ETF华夏,CSI_1000,3.477,0.010710464481337213,-0.00690250215703192,10.0,-0.007902502157031921,False,5
