period,family_id,horizon_days,period_start_date,period_end_date,observations,win_rate,avg_forward_return,median_forward_return,volatility,sharpe_like,best_forward_return,worst_forward_return,positive_avg_return,negative_avg_return
2021,CSI_500,250,2021-01-04,2021-12-31,243,0.21810699588477367,-0.07019656924240639,-0.07526881720430101,0.08442740946455157,-0.8347620355630402,0.12209302325581417,-0.23198198198198205,0.057585352276527405,-0.10584099998189844
2021,CSI_800,5,2021-01-04,2021-12-31,243,0.5308641975308642,-0.00037853756530607287,0.0014124293785311437,0.022607253640647567,-0.1188711449616059,0.05664194200944017,-0.07991940899932837,0.016301249559248297,-0.019253033522038655
2021,CSI_800,20,2021-01-04,2021-12-31,243,0.48148148148148145,-0.004287936622252111,-0.0006983240223462639,0.0334897863134564,-0.45448677859001885,0.06115107913669071,-0.12252712188895976,0.02148266766079598,-0.028217783456511054
2021,CSI_800,60,2021-01-04,2021-12-31,243,0.3950617283950617,-0.01985532899155119,-0.011267605633802802,0.05367483021573847,-0.7581079541401065,0.07833089311859442,-0.20349227669576908,0.028208132881393694,-0.0512437122555152
2021,CSI_800,120,2021-01-04,2021-12-31,243,0.25925925925925924,-0.056406647034017834,-0.03659347970725213,0.07485967493148081,-1.0919229530551104,0.07781818181818179,-0.22698524244553753,0.02847258835958549,-0.086114379421779
2021,CSI_800,250,2021-01-04,2021-12-31,243,0.0,-0.14458259338315957,-0.14306151645207432,0.043971148143595644,-3.3012504296121286,-0.029573590096286018,-0.24809424809424818,,-0.14458259338315957
2022,ALL,5,2022-01-04,2022-12-30,2659,0.4990597969161339,-0.00028039137065310576,0.0,0.02776473615814901,-0.07169458595944468,0.08480413258717179,-0.1393939393939393,0.021722147979646226,-0.022200338606274135
2022,ALL,20,2022-01-04,2022-12-30,2659,0.4764949229033471,0.0002332377369744105,-0.0025445292620865922,0.055358323898595754,0.014955507643957599,0.13385502471169697,-0.1638115631691649,0.04799773800509181,-0.04324206530879049
2022,ALL,60,2022-01-04,2022-12-30,2659,0.5430613012410681,-0.0014036226376695972,0.006863780359028571,0.07645055994756127,-0.03762654471609404,0.21413367390378868,-0.25047984644913623,0.0558192831162175,-0.06941175095751566
2022,ALL,120,2022-01-04,2022-12-30,2659,0.4663407295975931,0.002928686382614374,-0.0026503230081166285,0.05746353684903231,0.07385674476216009,0.16487300904003455,-0.14871671863756286,0.05062491982055881,-0.038750897453221494
2022,ALL,250,2022-01-04,2022-12-30,2659,0.09627679578789018,-0.059990291141745915,-0.06132941608520004,0.04844791302437256,-1.2431861464048706,0.19654289372599232,-0.19166960818919876,0.035602276016807696,-0.07017410187524142
2022,CSI_1000,5,2022-05-17,2022-12-30,615,0.5219512195121951,-0.0010837770726724973,0.0011398176291792517,0.03161739716186581,-0.24334874611720034,0.08480413258717179,-0.07729468599033806,0.023039888651302364,-0.027422881485583823
2022,CSI_1000,20,2022-05-17,2022-12-30,615,0.47317073170731705,-0.0028836043577610635,-0.0038520801232666546,0.06154771940125441,-0.16630640689241025,0.13385502471169697,-0.13363572923935796,0.04984191643269831,-0.05023893321585884
2022,CSI_1000,60,2022-05-17,2022-12-30,615,0.5902439024390244,0.007496063338357139,0.01961523953225197,0.06766813676313285,0.22702499474910673,0.21413367390378868,-0.15345268542199486,0.053900176129729284,-0.05934795627778607
